item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q101132491,Ange Pitou,book,Ange Pitou,libro,Books,entity
Q101132853,Les anges noirs,book,Les anges noirs,libro,Books,entity
Q101139494,Les brigandages maritimes de l'Angleterre,book,Les brigandages maritimes de l'Angleterre,libro,Books,entity
Q101141666,Un buon giovane,book,Un buon giovane,libro,Books,entity
Q101145254,Anne et Mary femmes pirates,book,Anne et Mary femmes pirates,libo,Books,entity
Q101145738,L'anneau d'améthyste,book,L'anneau d'améthyste,libro,Books,entity
Q101146341,L'annonce faite a Marie,book,L'annonce faite a Marie,libro,Books,entity
Q101192443,Cruelle Espagne,book,Cruelle Espagne,libro,Books,entity
Q101194120,L'Avenir de l'Asie Russe,book,L'Avenir de l'Asie Russe,libro,Books,entity
Q101194315,Buonarroti,book,Buonarroti,libro,Books,entity
Q101195461,La cabane du sabotier,book,La cabane du sabotier,libro,Books,entity
Q101195565,Une Aventure Amoureuse de Monsieur de Tourville,book,Une Aventure Amoureuse de Monsieur de Tourville,libro,Books,entity
Q101195585,Cruelle énigme : profil perdus,Book,Cruelle énigme : profil perdus,Libro,Books,entity
Q101195679,Le Calvaire,book,Le Calvaire,libro,Books,entity
Q101195698,The calvary of Cimiez,book,Il calvario di Cimiez,libro,Books,entity
Q101196112,Cyrano de Bergerac: le pedant joue; lettres satiriques et amoureuses; scenes de la mort d'Agrippine; entretiens pointus; voyage a la lune et au soleil; fragments de physique,book,Cyrano de Bergerac: le pedant joue; lettres satiriques et amoureuses; scenes de la mort d'Agrippine; entretiens pointus; voyage a la lune et au soleil; fragments de physique,libro,Books,entity
Q101196307,Romantic adventures of a count of Artois,book,Avventure romantiche di un conte di Artois,libro,Books,entity
Q101197396,L'Aveugle de Bagnolet,book,L'Aveugle de Bagnolet,libro,Books,entity
Q101197400,Clairefontaine,book,Clairefontaine,libro,Books,entity
Q101197826,Classe 22,book,Classe 22,libro,Books,entity
Q101198524,Cléopatre,book,Cléopatre,libro,Books,entity
Q101203955,Le cycle de lord Chelsea,book,Le cycle de lord Chelsea,libro,Books,entity
Q101204617,Il Banchiere Anarchico,book,Il Banchiere Anarchico,libro,Books,entity
Q101205600,"Daâh, le premier homme",book,"Daâh, le premier homme",libro,Books,entity
Q101205831,Le Bar de la Fourche,book,Le Bar de la Fourche,libro,Books,entity
Q101206671,Dam,book,La Grande Diga,libro,Books,entity
Q101207010,Dacolard et Lubin,book,Dacolard et Lubin,libro,Books,entity
Q101207831,The Barrier,book,La Barriera,libro,Books,entity
Q101208101,The Scandals Of Clochemerle,book,Peccatori di provincia,libro,Books,entity
Q101208111,Batailles dans la Montagne,book,Batailles dans la Montagne,libro,Books,entity
Q101208131,Le club des Lyonnais,book,Le club des Lyonnais,libro,Books,entity
Q101208166,Le coeur innombrable,book,Le coeur innombrable,libro,Books,entity
Q101208238,Coeur pensif ne sait où il va,book,Coeur pensif ne sait où il va,libro,Books,entity
Q101221927,Il curato di Faviéres,book,Il curato di Faviéres,libro,Books,entity
Q101223214,The Path,book,La strada,libro,Books,entity
Q101225221,The lady Monsoreau,book,La dama di Monsoreau,libro,Books,entity
Q101226194,Captain Conan,book,Capitano Conan,libro,Books,entity
Q101226447,The lives of the gallant ladies,book,Le dame galanti,libro,Books,entity
Q101227176,Le capitaine Durban,book,Le capitaine Durban,libro,Books,entity
Q101228473,The captives,book,I prigionieri,libro,Books,entity
Q101228708,In the trembling air: 1914-1915,book,Nell'aria che trema: 1914-1915,libro,Books,entity
Q101228712,Beauty of Day,book,Bella di Giorno,libro,Books,entity
Q101228841,Carnaval est mort,book,Carnaval est mort,libro,Books,entity
Q101228998,La cartella 113,book,La cartella 113,libro,Books,entity
Q101229052,La Belle Luciole,book,La Belle Luciole,libro,Books,entity
Q101229110,Le danseur mondain,book,Le danseur mondain,libro,Books,entity
Q101229280,Step-mother,book,Matrigna,libro,Books,entity
Q101229392,Coleridge's poems,book,Coleridge's poems,libro,Books,entity
Q101229399,A daughter of Heth,book,A daughter of Heth,libro,Books,entity
Q101229409,Bêtes du Grand Nord,book,Bêtes du Grand Nord,libro,Books,entity
Q101229421,The Queen's necklace,book,La collana della regina,libro,Books,entity
Q101229693,Davidée Birot,book,Davidée Birot,libro,Books,entity
Q101229861,Battle with the angel,book,Battaglia con l'angelo,libro,Books,entity
Q101229936,Le compagnon du tour de France,book,Le compagnon du tour de France,libro,Books,entity
Q101230190,Le compagnon,book,Le compagnon,libro,Books,entity
Q101231695,De Buenos Aires au Gran Chaco,book,De Buenos Aires au Gran Chaco,libro,Books,entity
Q101235013,From Goupil to Margot: a story of animals,book,Da Goupil a Margot: storie di animali,libro,Books,entity
Q101237036,Les compagnons d'Ulysse,book,Les compagnons d'Ulysse,libro,Books,entity
Q101237504,De l'allemagne,book,De l'allemagne,libro,Books,entity
Q101237795,De la connaissance de Dieu,book,De la connaissance de Dieu,libro,Books,entity
Q101238146,Les compagnons de l'alpe,book,Les compagnons de l'alpe,libro,Books,entity
Q101238833,Les compagnons du silence,book,Les compagnons du silence,libro,Books,entity
Q101415644,De la construction des batiments ruraux : principes généraux de la construction,book,De la construction des batiments ruraux : principes généraux de la construction,libro,Books,entity
Q101416396,The declasses,book,I declassamenti,libro,Books,entity
Q101416926,A defence of mankind: (intelligence and sensuality),book,Difesa dell'uomo: (intelligenza e sensualità),libro,Books,entity
Q101417162,Les cavaliers d'Allah,book,Les cavaliers d'Allah,libro,Books,entity
Q101417220,The Unfrocked One: from the film by Leo Joannon,book,Lo spretato: tratto dal film di Leo Joannon,libro,Books,entity
Q101417560,Les caves du Vatican,book,Les caves du Vatican,libro,Books,entity
Q101417706,Bathsheba,book,Betsabea,libro,Books,entity
Q101417828,Il delitto dell'inglese,book,Il delitto dell'inglese,libro,Books,entity
Q101417864,"Cazotte, Cagliostro, Quintus Aucler, Le Roi de Bicetre",book,"Cazotte, Cagliostro, Quintus Aucler, Le Roi de Bicetre",libro,Books,entity
Q101417865,Les Bien Aimées,book,Les Bien Aimées,libro,Books,entity
Q101418758,Celle qui vécut son nom : Marie de la Providence,book,Celle qui vécut son nom : Marie de la Providence,libro,Books,entity
Q101418782,Le delta sauvage,book,Le delta sauvage,libro,Books,entity
Q101418832,The Good Song,book,La Bella Canzone,libro,Books,entity
Q101419315,Bouche en coeur,book,Bouche en coeur,libro,Books,entity
Q101419390,The noon demon,book,Il demone meridiano,libro,Books,entity
Q101419825,Le dernier des Trémolin,book,Le dernier des Trémolin,libro,Books,entity
Q101420375,Celui qui vint la nuit : lettres d'un pharisien,book,Celui qui vint la nuit : lettres d'un pharisien,libro,Books,entity
Q101420866,Cent millions d'or,book,Cent millions d'or,libro,Books,entity
Q101421640,Le cercle de famille,book,Le cercle de famille,libro,Books,entity
Q101421754,Chaka : une épopée bantoue,book,Chaka : une épopée bantoue,libro,Books,entity
Q101422476,Dernier et  premier amour,book,Dernier et premier amour,libro,Books,entity
Q101422936,Le dernier jour de la création,book,Le dernier jour de la création,libro,Books,entity
Q101426576,Le Bouchon de Cristal,book,Le Bouchon de Cristal,libro,Books,entity
Q101427143,Boutiques de Droit,book,Boutiques de Droit,libro,Books,entity
Q101427393,Bouvard and Pécuchet,book,Bouvard e Pécuchet,libro,Books,entity
Q101427727,Les Braves Coeurs,book,Les Braves Coeurs,libro,Books,entity
Q101433958,Les Compagnons noirs,book,Les Compagnons noirs,libro,Books,entity
Q101433982,Les dernieres fées,book,Les dernieres fées,libro,Books,entity
Q101434082,La comtesse de Charny,book,La comtesse de Charny,libro,Books,entity
Q101434084,The Song of Roland,manuscript of La Chanson de Roland,La canzone di Rolando,libro,Books,entity
Q101434705,Destinies,book,Destini,libro,Books,entity
Q101434821,With Byron in Italy,book,Con Byron in Italia,libro,Books,entity
Q101435087,Chant de la fleur rouge,book,Chant de la fleur rouge,libro,Books,entity
Q101435096,I condannati a morte,book,I condannati a morte,libro,Books,entity
Q101435124,Chantiers Américains,book,Chantiers Américains,libro,Books,entity
Q101435170,Des monts célestes aux sables rouges,book,Des monts célestes aux sables rouges,libro,Books,entity
Q101435175,The human condition,book,La condizione umana,libro,Books,entity
Q101435278,God,book,Dio,libro,Books,entity
Q101435415,La dernièr expèdition au Mont Everest,book,La dernièr expèdition au Mont Everest,libro,Books,entity
Q101435464,Le chariot d'or,book,Le chariot d'or,libro,Books,entity
Q101436376,Un Divorce,book,Un Divorce,libro,Books,entity
Q101436396,The disciple,book,Il discepolo,libro,Books,entity
Q101436405,The Miracle Doctor,book,Il Dottor Miracolo,libro,Books,entity
Q101436505,Domnitza De Snagov; les Haidoucs; les récits d'Adrien Zograffi,book,Domnitza De Snagov; les Haidoucs; les récits d'Adrien Zograffi,libro,Books,entity
Q101436540,Les discours du docteur O'Grady,book,Les discours du docteur O'Grady,libro,Books,entity
Q101436739,Il discepolo di mastro Ignazio,book,Il discepolo di mastro Ignazio,libro,Books,entity
Q101436815,Le donne che uccidono e le donne che votano,book,Le donne che uccidono e le donne che votano,libro,Books,entity
Q101436967,Dopo Maritain,book,Dopo Maritain,libro,Books,entity
Q101436977,Dingo,book,Dingo,libro,Books,entity
Q101437264,La double vie de Gerard de Nerval,book,La double vie de Gerard de Nerval,libro,Books,entity
Q101437270,Les dieux ont soif,book,Les dieux ont soif,libro,Books,entity
Q101438530,La condition Humaine,book,La condition Humaine,libro,Books,entity
Q101438774,La chartreuse du reposoir,book,La chartreuse du reposoir,libro,Books,entity
Q101438833,Dialogues des carmélites,book,Dialogues des carmélites,libro,Books,entity
Q101438842,Les chasseurs d'homme,book,Les chasseurs d'homme,libro,Books,entity
Q101438917,Le chateau de Diane de Poitiers à Anet,book,Le chateau de Diane de Poitiers à Anet,libro,Books,entity
Q101438987,Dickens,book,Dickens,libro,Books,entity
Q101439042,Confession de minuit,book,Confession de minuit,libro,Books,entity
Q101439157,Confession de minuit: vie et aventures de Salavin,book,Confession de minuit: vie et aventures de Salavin,libro,Books,entity
Q101439165,Le diamant de la reine,book,Le diamant de la reine,libro,Books,entity
Q101439183,Les hommes d'aujourd'hui,book,Les hommes d'aujourd'hui,libro,Books,entity
Q101439189,Le Château de Rambouillet,book,Le Château de Rambouillet,libro,Books,entity
Q101439334,Des plantes veneneuses et des empoisonnements qu'elles determinent,book,Des plantes veneneuses et des empoisonnements qu'elles determinent,libro,Books,entity
Q101439356,Les confidences d'une biche,book,Les confidences d'une biche,libro,Books,entity
Q101439380,The She-Devils,book,Le diaboliche,libro,Books,entity
Q101439626,Conflits intimes,book,Conflits intimes,libro,Books,entity
Q101452707,Contemporary American Poetry,book,Contemporary American Poetry,libro,Books,entity
Q101453220,Contes bizarres,book,Contes bizarres,libro,Books,entity
Q101453816,Contes d'Amerique,book,Contes d'Amerique,libro,Books,entity
Q101457578,Dialogue of shadows: novels followed by the first romantic essays,book,"Dialogo d'ombre: novelle, primi scritti",libro,Books,entity
Q101458195,Contes de l'enfance,book,Contes de l'enfance,libro,Books,entity
Q101458706,Contes des Tropiques,book,Contes des Tropiques,libro,Books,entity
Q101460090,Deux hommes: vie et aventures de Salavin,book,Deux hommes: vie et aventures de Salavin,libro,Books,entity
Q101460551,Le Château noir,book,Le Château noir,libro,Books,entity
Q101461123,Chateaux en Suède,book,Chateaux en Suède,libro,Books,entity
Q101461306,Contes et légendes mythologiques,book,Contes et légendes mythologiques,libro,Books,entity
Q101461435,Deux petites sauvages,book,Deux petites sauvages,libro,Books,entity
Q101461989,Swann's Way,individual book,Du côté de chez Swann,libro,Books,entity
Q101462729,La Châtelaine du Liban,book,La Châtelaine du Liban,libro,Books,entity
Q101462948,Dans l'ombre des jeunes filles fleuries,individual book,Dans l'ombre des jeunes filles fleuries,libro,Books,entity
Q101463095,"Les deux criminels, venge ou meurs",book,"Les deux criminels, venge ou meurs",libro,Books,entity
Q101464800,Les détours du coeur,book,Les détours du coeur,libro,Books,entity
Q101467310,Le désespéré,book,Le désespéré,libro,Books,entity
Q101469081,La guerre des Juifs,book,La guerre des Juifs,libro,Books,entity
Q101469560,Un Drame à Calcutta,book,Un Drame à Calcutta,libro,Books,entity
Q101470643,Un Drame à Trouville,book,Un Drame à Trouville,libro,Books,entity
Q101471828,Un Drame dans le Monde,book,Un Drame dans le Monde,libro,Books,entity
Q101475016,Le chemin du salut,book,Le chemin du salut,libro,Books,entity
Q101476274,Le Chevalier des Touches,book,Le Chevalier des Touches,libro,Books,entity
Q101476880,"Drames de Famille: l'échéance, le luxe des autres, coeurs d'enfants",book,"Drames de Famille: l'échéance, le luxe des autres, coeurs d'enfants",libro,Books,entity
Q101477290,Habiti antichi et moderni di tutto il mondo,book,Habiti antichi et moderni di tutto il mondo,libro,Books,entity
Q101477884,Chine en folie,book,Chine en folie,libro,Books,entity
Q101478033,L'eau Profonde; les Pas dans les Pas,book,L'eau Profonde; les Pas dans les Pas,libro,Books,entity
Q101478877,Choix de petits drames et de contes,book,Choix de petits drames et de contes,libro,Books,entity
Q101479354,L'école des Femmes,book,L'école des Femmes,libro,Books,entity
Q101480057,Choix de poésies,book,Choix de poésies,libro,Books,entity
Q101480528,Une  haine à bord,book,Une haine à bord,libro,Books,entity
Q101482395,L'héritage,book,L'héritage,libro,Books,entity
Q101483380,Henri de Régnier et son oeuvre,book,Henri de Régnier et son oeuvre,libro,Books,entity
Q101484139,Une histoire modèle,libro,Une histoire modèle,libro,Books,entity
Q101497964,L'école des moeurs du jeune age,book,L'école des moeurs du jeune age,libro,Books,entity
Q101498800,L'Educazione delle donne,book,L'Educazione delle donne,libro,Books,entity
Q101499320,L'Électricité à la Maison,book,L'Électricité à la Maison,libro,Books,entity
Q101499701,L'élève Gilles,book,L'élève Gilles,libro,Books,entity
Q101500079,Éliane,book,Éliane,libro,Books,entity
Q101500116,L'élu,book,L'élu,libro,Books,entity
Q101500153,Emigrantes,book,Emigrantes,libro,Books,entity
Q101509712,L' homme du soleil couchant,book,L' homme du soleil couchant,libro,Books,entity
Q101510151,Le chef,book,Le chef,libro,Books,entity
Q101511083,Les choses voient,book,Les choses voient,libro,Books,entity
Q101511723,L'homme et la montagne,book,L'homme et la montagne,libro,Books,entity
Q101513338,L' homme qui était trop grand,book,L' homme qui était trop grand,libro,Books,entity
Q101514408,Chronique du XX siècle,book,Chronique du XX siècle,libro,Books,entity
Q101514557,Hiver caraïbe,book,Hiver caraïbe,libro,Books,entity
Q101514916,Cronaca del XX secolo. Campione del mondo,book,Cronaca del XX secolo. Campione del mondo,libro,Books,entity
Q101515437,Jerome: 60. latitude nord,book by Maurice Bedel,Jerome: 60. latitude nord,libro di Maurice Bedel,Books,entity
