item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q2466570,traditionalist conservatism,political ideology,tradizionalismo,ideologia politica,Philosophy,entity
Q2486172,astral plane,"fictional concept of a plane of existence, similarly postulated by various philosophies and religions; crossed by the human soul in its astral body on the way to being born and after death, believed to be populated by various immaterial beings",Piano astrale,luogo metafisico,Philosophy,entity
Q252786,Tacitean studies,political philosophy centred on the work of Tacitus,tacitismo,studio e imitazione delle opere dello storico latino Tacito nell'ideologia e soprattutto nello stile,Philosophy,entity
Q252962,biological determinism,belief that human behavior is controlled by an individual's genes or physiology,determinismo biologico,termine,Philosophy,entity
Q2585032,conservatism in the United States,"origin, history and development of conservatism in the United States",conservatorismo negli Stati Uniti d'America,ideologia politica,Philosophy,entity
Q260998,Three Principles of the People,political philosophy developed by Sun Yat-sen,Tre Principi del Popolo,filosofia politica sviluppata da Sun Yat-sen,Philosophy,entity
Q3054660,Greek historiography,science of Greek historical writing,storiografia greca,storiografia greca antica,Philosophy,entity
Q3594638,ʿilm al-Ḥurouf,Arabic numerological process,ʿilm al-Ḥurouf,numerologia araba,Philosophy,entity
Q3618758,Anti-politics,"attitude of those who oppose politics as a practice of power and, by extension, establishment political parties and policies, considering them more dedicated to personal interests than the common good",Antipolitica,scetticismo nei confronti della politica,Philosophy,entity
Q374811,Science of Logic,work by Georg Wilhelm Friedrich Hegel,Scienza della logica,saggio di Georg Wilhelm Friedrich Hegel,Philosophy,entity
Q3859351,Fascist mysticism,school of thought in Fascist Italy,Mistica fascista,corrente di pensiero interna al fascismo italiano,Philosophy,entity
Q3859441,noble lie,untruth propagated to strengthen social harmony,Mito della nobile menzogna,allegoria o metafora di Platone,Philosophy,entity
Q3955406,Off the beaten track,work by Martin Heidegger,Sentieri interrotti,raccolta di saggi di Martin Heidegger,Philosophy,entity
Q404567,Being and Time,Philosophy book by Martin Heidegger,Essere e tempo,saggio di Martin Heidegger,Philosophy,entity
Q42417393,femboy,slang term used to refer to a feminine male,femboy,espressione di genere di un maschio che assume le sembianze e fattezze tradizionalmente femminili,Philosophy,entity
Q472246,Machiavellianism,political philosophy named after and posed by Niccolò Machiavelli,machiavellismo,teoria politica e atteggiamento psicologico,Philosophy,entity
Q481201,absolute,reality where no doubt exists,assoluto,realtà la cui esistenza sussiste in sé e per sé,Philosophy,entity
Q5156515,complete street,transportation policy and design approach that streets should be safe for all users and modes of transportation,strada completa,approccio di progettazione urbana per consentire una mobilità sicura e confortevole per tutti i tipi di utenti,Philosophy,entity
Q5398670,esotericism in Germany and Austria,overview of esoteric movements in Germany and Austria,Esoterismo in Germania e Austria,Panoramica delle correnti esoteriche che hanno contrassegnato la cultura dei paesi di lingua tedesca,Philosophy,entity
Q550113,17th-century philosophy,philosophy during the 17th century,filosofia del XVII secolo,periodo della storia della filosofia,Philosophy,entity
Q558571,Transcendental Meditation,silent mental practice of focus on a particular mantra to improve one's mind,meditazione trascendentale,terapia alternativa,Philosophy,entity
Q6125706,Thomson's lamp,philosophical puzzle that is a variation on Zeno's paradoxes,Lampada di Thomson,paradosso filosofico relativo ai supercompiti,Philosophy,entity
Q6468113,Lacanianism,system of psychoanalysis from Jacques Lacan,lacanismo,insieme di teorie e metodologie psicanalitiche di Lacan e dei suoi seguaci,Philosophy,entity
Q647566,Historiography of Alexander the Great,Wikimedia list article,Storici di Alessandro Magno,storiografia di Alessandro Magno,Philosophy,entity
Q6638897,wahdat al-wujūd,The Unity of Being,metafisica sufi,concetti metafisici del sufismo,Philosophy,entity
Q714008,Kwangmyong,"North Korean ""walled garden"" national intranet",Kwangmyong,rete informatica nordcoreana,Philosophy,entity
Q721556,liberalism in the United States,"origin, history and development of liberalism in the United States",liberalismo negli Stati Uniti d'America,ideologia politica,Philosophy,entity
Q750630,minarchism,political philosophy supporting a 'minimal' state,Miniarchismo,ideologia politica,Philosophy,entity
Q83434935,L'Idea del Theatro,"philosophical essay written by Giulio Camillo Delminio, describing his Theatre of Memory, published posthumous in 1550 by Lawrence Torrentinus, having Ludovico Domenichi as curator",Idea del Theatro,"scritto filosofico di Giulio Camillo, detto Delminio",Philosophy,entity
Q854859,Foundations of the Science of Knowledge,book by Johann Gottlieb Fichte,Fondamento dell'intera dottrina della scienza come manoscritto per i suoi ascoltatori,saggio di Johann Gottlieb Fichte,Philosophy,entity
Q855175,e-democracy,type of democracy,e-democracy,tipo di democrazia,Philosophy,entity
Q870851,Critique of Practical Reason,1788 work by Immanuel Kant,Critica della ragion pratica,saggio di Immanuel Kant,Philosophy,entity
Q917453,Western Marxism,body of various Marxist theoreticians based in Western and Central Europe,Marxismo occidentale,Corrente della filosofia marxista,Philosophy,entity
Q931696,Introduction to Metaphysics,book,Introduzione alla metafisica,saggio di Martin Heidegger,Philosophy,entity
Q940573,New Thought,"religious movement emphasizing accessible divine power, positive thinking, and faith healing",Nuovo Pensiero,insieme di organizzazioni e persone che condividono la visione del divino e la guarigione.,Philosophy,entity
Q999803,sublime,quality of greatness,sublime,categoria estetica,Philosophy,entity
Q6216,liberalism,"political and moral philosophy based on liberty, consent of the governed and equality",liberalismo,insieme di dottrine che pongono precisi limiti al potere e all'intervento dello Stato,Philosophy,entity
Q7169,conservatism,"cultural, social, and political philosophy that seeks to promote and to preserve traditional social institutions and practices",conservatorismo,corrente politico-culturale,Philosophy,entity
Q7252,feminism,"group of movements that come about defining, and defending women liberation and gender equity",femminismo,"movimento complesso ed eterogeneo, che si è sviluppato con caratteristiche peculiari in ogni paese ed epoca",Philosophy,entity
Q7845,'pataphysics,philosophy or pseudophilosophy dedicated to studying what lies beyond the realm of metaphysics,Patafisica,corrente artistica,Philosophy,concept
Q23407,philosophy of mind,branch of philosophy that studies the nature of the mind,filosofia della mente,ramo della filosofia,Philosophy,concept
Q9598,Taoism,religious or philosophical tradition of Chinese origin,taoismo,"filosofia religiosa panteistica, monistica",Philosophy,concept
Q9465,ethics,"branch of philosophy that systematizes, defends, and recommends concepts of right and wrong conduct",etica,ramo della filosofia,Philosophy,concept
Q27654,history of philosophy,study of philosophical ideas and concepts through time,storia della filosofia,studio delle idee e dei concetti attraverso le epoche,Philosophy,concept
Q10282368,classical philosophy,term in philosophy,filosofia classica,termine,Philosophy,concept
Q80968,nihilism,"philosophy of negation towards concepts, meaning, or life",nichilismo,punto di vista filosofico,Philosophy,concept
Q59115,philosophy of science,"branch of philosophy concerned with the foundations, methods, and implications of science",filosofia della scienza,ramo della filosofia,Philosophy,concept
Q5276133,digital philosophy,direction in philosophy and cosmology advocated by certain mathematicians and theoretical physicists,filosofia digitale,indirizzo filosofico,Philosophy,concept
Q204100,ancient philosophy,philosophical thought extending as far as early post-classical history,filosofia antica,tipo di filosofia,Philosophy,concept
Q33378,Zeno's paradoxes,set of philosophical problems,paradossi di Zenone,paradossi enunciati da Zenone di Elea,Philosophy,concept
Q35986,aesthetics,"branch of philosophy dealing with the nature of art, beauty, and taste",estetica,settore della filosofia che si occupa della conoscenza del bello naturale e artistico,Philosophy,concept
Q126692,pragmatism,philosophical tradition,pragmatismo,movimento filosofico,Philosophy,concept
Q263307,aristotelianism,tradition in philosophy,aristotelismo,tradizione filosofica,Philosophy,concept
Q20920502,Nordic philosophy,"philosophy of Scandinavian countries, Finland and Iceland",filosofia nordica,"filosofia dei paesi scandinavi, della Finlandia e dell'Islanda",Philosophy,concept
Q12765855,philosophical work,creative work in philosophy,opera filosofica,tipo di opera,Philosophy,concept
Q307043,Eastern philosophy,set of philosophies originating in Asia,filosofie orientali,filosofie,Philosophy,concept
Q295465,ecosophy,philosophy of ecological harmony or equilibrium as developed by Arne Næss or Félix Guattari,ecosofia,concetto,Philosophy,concept
Q126842,philosophy of law,branch of philosophy and fundamental discipline of law,filosofia del diritto,ramo della filosofia,Philosophy,concept
Q564371,philosophy of education,branch of philosophy on the nature of eduation,filosofia dell'educazione,disciplina filosofica,Philosophy,concept
Q596284,metaphilosophy,"philosophical inquiry into the aims of philosophy, the boundaries of philosophy, and its methods",metafilosofia,studio filosofico della filosofia,Philosophy,concept
Q460501,historicism,philosophy,storicismo,indirizzo filosofico,Philosophy,concept
Q484761,philosophy of language,discipline of philosophy that deals with language and meaning,filosofia del linguaggio,ramo della filosofia,Philosophy,concept
Q917440,Renaissance philosophy,the thought of the period running in Europe roughly between 1355 and 1650,filosofia rinascimentale,periodo della storia della filosofia,Philosophy,concept
Q376022,Indian philosophy,philosophical traditions of the Indian subcontinent,filosofia indiana,filosofia,Philosophy,concept
Q131505,esotericism,wide range of loosely related ideas and movements associated with the occult or secrets,esoterismo,insieme di dottrine spirituali di carattere segreto o riservato agli iniziati,Philosophy,concept
Q179235,phenomenology,philosophical method and school of philosophy,fenomenologia,disciplina filosofica fondata da Edmund Husserl,Philosophy,concept
Q2092865,philosophy of music,branch of philosophy,filosofia della musica,branca della filosofia,Philosophy,concept
Q1427574,philosophy of medicine,branch of philosophy,filosofia della medicina,ramo della filosofia,Philosophy,concept
Q1404532,feminist philosophy,approach to philosophy from a feminist perspective,filosofie femministe,contributi alla filosofia moderna e alla filosofia contemporanea riguardanti la costruzione della differenza naturale e socio-culturale dei sessi,Philosophy,concept
Q179805,political philosophy,sub-discipline of philosophy and political science,filosofia politica,ramo della filosofia,Philosophy,concept
Q1142480,19th-century philosophy,philosophy-related events during the 19th century,filosofia del XIX secolo,periodo della storia della filosofia,Philosophy,concept
Q2364399,American philosophy,"activity, corpus, and tradition of philosophers affiliated with the United States",filosofia americana,filosofia,Philosophy,concept
Q2166096,theoretical philosophy,branch of philosophy,filosofia teoretica,ramo della filosofia,Philosophy,concept
Q180592,social philosophy,branch of philosophy,filosofia sociale,branca della filosofia,Philosophy,concept
Q192292,medieval philosophy,philosophical development during the medieval period,filosofia medievale,filosofia nell'età medievale,Philosophy,concept
Q2560959,gnoseology,"the philosophic theory of knowledge : inquiry into the basis, nature, validity, and limits of knowledge",gnoseologia,branca della filosofia,Philosophy,concept
Q1754940,philosophy of space and time,branch of philosophy relating to spatiality and temporality,filosofia del tempo,visioni filosofiche del tempo,Philosophy,concept
Q1639471,Marxist philosophy,philosophy influenced by Marxist political thought,filosofia marxista,Filosofia influenzata dal pensiero politico marxista,Philosophy,concept
Q88356174,analytics,part of philosophy,analitica,parte della filosofia,Philosophy,concept
Q25048059,nomology,"the theoretical study of metaphysical, logical, divine, or human laws",nomologia,scienza delle leggi in filosofia,Philosophy,concept
Q1789540,critical philosophy,"viewpoint according to which the primary task of philosophy is criticism (judging as to the possibilities of knowledge), rather than justification of knowledge",criticismo,"termine con cui si designa la dottina filosofica di Immanuel Kant in relazione al problema, in essa posto, delle condizioni di possibilità e dei limiti della conoscenza",Philosophy,concept
Q101462,Rastafari,monotheistic Abrahamic religion,rastafarianesimo,fede religiosa,Religion,entity
Q101849,Reformed Christianity,branch of Protestantism,calvinismo,dottrina cristiana protestante,Religion,entity
Q1022157,The Church of Almighty God,Chinese new religious movement,Chiesa di Dio Onnipotente,movimento religioso fondato in Cina nel 1991,Religion,entity
Q106687,Unitarianism,belief that God is a singular person,unitarianismo,movimento religioso,Religion,entity
Q1074275,Chinese folk religion,traditional Han Chinese religious belief systems,Religione tradizionale cinese,religione popolare cinese,Religion,entity
Q1077454,Malankara Jacobite Syrian Orthodox Church,Oriental Orthodox Church autonomous based in the Indian state of Kerala,chiesa ortodossa siro-malankarese,"Chiesa cristiana miafisita diffusa in India, parte integrante della Chiesa ortodossa siriaca",Religion,entity
Q1081042,Kemetism,contemporary revival of Ancient Egyptian religion,Kemetismo,Religione basata sull'adorazione delle divinità dell'Antico Egitto,Religion,entity
Q1086440,Yoruba religion,Fundada por la sacerdotisa Luz María y el sacerdote mayor Obeth de Jesús,mitologia yoruba,miti e leggende del popolo Yoruba,Religion,entity
Q1158204,Federation of Damanhur,religious community,Federazione di Damanhur,comunità religiosa,Religion,entity
Q1177668,David's Tomb,architectural structure,tomba di Davide,"Tomba in Israele, dove è sepolto il secondo Re d'Israele, Davide",Religion,entity
Q117837664,Good News International Ministries,Kenyan religious organization (2003-),setta del diguno,"setta religiosa di Malindi, cittadina del Kenya",Religion,entity
Q11899858,contemporary witchcraft,various traditions of witchcraft practiced in the present day,Stregoneria tradizionale,Termine generico per definire le nuove forme di stregoneria moderna che rivendicano un'origine storica-tradizionale,Religion,entity
Q1197248,State Shinto,"official religion of the Japanese Empire, emphasizing the divinity of the Japanese emperor",Shintoismo di Stato,culto di Stato dell'Impero giapponese,Religion,entity
Q1203626,Iglesia Maradoniana,parody religion,Iglesia Maradoniana,culto di Diego Armando Maradona,Religion,entity
Q1235185,imperial cult of ancient Rome,worship of deceased and deified emperors in ancient Roman religion,culto imperiale,culto degli imperatori defunti e divinizzati nella religione dell'antica Roma,Religion,entity
Q1258217,Rodnovery,modern religious movement based on Slavic native beliefs,rodnoveria,neopaganesimo basato sulla fede nativa degli antichi Slavi,Religion,entity
Q1275961,Cult of Reason,state religion during the French Revolution,Culto della Ragione,religione di Stato durante la rivoluzione francese,Religion,entity
Q131036,Scientology,new religion created by L. Ron Hubbard,Scientology,organizzazione religiosa,Religion,entity
Q1323511,low church,"Christian denominations without much ritual or emphasis on Church authority, and narrowly evangelical in their teaching",Low Church,corrente teologica nella Chiesa anglicana,Religion,entity
Q13446873,Arminianism,Theological movement in Protestant Christianity,arminianesimo,movimento teologico nel cristianesimo protestante,Religion,entity
Q1370167,Shakers,Christian monastic denomination,Shakers,protestanti puritani,Religion,entity
Q1401124,Proto-Indo-European mythology,myths attributed to the Proto-Indo-Europeans,religione protoindoeuropea,religioni e miti dei protoindoeuropei,Religion,entity
Q1423009,Zurvanism,extinct branch of Zoroastrianism,Zervanismo,movimento religioso,Religion,entity
Q1431297,Umbanda,Brazilian syncretic religion,Umbanda,religione sincretica brasiliana,Religion,entity
Q14397660,Pastafarianism,religion of Flying Spaghetti Monster believers,pastafarianesimo,religione,Religion,entity
Q146107,atenism,monotheistic religion,Atonismo,religione dell'Antico Egitto,Religion,entity
Q1474593,Quinquatria,ancient Roman religious festival,Quinquatria,festività romana dedicata a Minerva,Religion,entity
Q1518393,Society of the Sisters of Saint Ursula of the Blessed Virgin,Roman Catholic religious congregation for women,Religiose della Compagnia di Sant'Orsola,istituto religioso della Chiesa Cattolica,Religion,entity
Q1523459,Stregheria,form of Italian American witchcraft,stregheria,"Ricostruzionismo moderno, di matrice italo-americana, dell'antica stregoneria italiana",Religion,entity
Q1539307,Hellenism,Hellenic Polytheistic Reconstructionism,Dodecateismo,religione basata sull'adorazione delle divinità dell'antica Grecia,Religion,entity
Q1549204,Kimbanguist Church,new religious movement founded by Simon Kimbangu in 1921,Kimbanguismo,Chiesa cristiana,Religion,entity
Q1571949,Ariosophy,"Ideological systems of an esoteric nature, pioneered by Guido von List and Jörg Lanz von Liebenfels",Ariosofia,movimento filosofico religioso ed esoterico,Religion,entity
Q161696,Catharism,Christian dualist movement that thrived in some areas of Southern Europe,catarismo,"movimento eretico, separato dal Cattolicesimo durante il medioevo europeo; professava un assoluto ripudio della materia in ogni sua forma",Religion,entity
Q1651597,Indian religions,religions that originated in the Indian subcontinent,religioni indiane,religioni che hanno avuto origine nel subcontinente indiano,Religion,entity
Q16546052,Culto del Glorioso Alberto,"popular extra-canonical cult  founded in 1956 in the Italian hamlet of Serradarce, Campania, Italy, by Giuseppina Gonnella",Culto del Glorioso Alberto,"fenomeno religioso popolare extra-canonico, iniziato negli anni cinquanta del Novecento nel borgo di Serradarce, in Campania",Religion,entity
Q170208,Quakers,Christian denominational family (1652-),quaccherismo,movimento cristiano,Religion,entity
Q1759864,Ancient Mystical Order Rosae Crucis,largest Rosicrucian organization in the world,Antico e Mistico Ordine Rosae Crucis,associazione spirituale,Religion,entity
Q178671,Theosophy,religion founded by Helena Blavatsky,teosofia,insieme di dottrine esoterico-filosofiche rese popolari nel XIX secolo da Helena Petrovna Blavatsky,Religion,entity
Q1807918,Armilustrium,Festival in honor of Mars,Armilustrium,cerimonia dell'antica Roma,Religion,entity
Q183308,New Age,spiritual or religious beliefs and practices that developed in Western nations during the 1970s,New Age,movimento culturale alternativo,Religion,entity
Q184719,anthroposophy,esoteric philosophy founded by Rudolf Steiner postulating the existence of an objective spiritual world accessible to human experience,antroposofia,disciplina esoterica fondata da Rudolf Steiner,Religion,entity
