item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q120664402,Disney Lorcana,collectible card game,Disney Lorcana,gioco di carte collezionabili,Sports,entity
Q12115698,bullseye shooting,shooting sport,tiro a segno,disciplina sportiva del tiro,Sports,entity
Q1215884,National Football League,professional American football league,National Football League,campionato statunitense di football americano,Sports,entity
Q1215892,National Hockey League,North American professional ice hockey league,National Hockey League,lega professionistica di hockey su ghiaccio maschile di Stati Uniti e Canada (1917),Sports,entity
Q1227670,Direttissima,term in alpine climbing,direttissima,via più breve per risalire una montagna,Sports,entity
Q1235626,Ombre,card game,Ombre,gioco di carte,Sports,entity
Q124119296,2024 Women's Six Nations Championship,women's rugby union competition,Sei Nazioni 2024,22ª edizione del Sei Nazioni femminile e 29ª assoluta del Championship,Sports,entity
Q1254757,Gilli-danda,"children's game; amateur sport, originating from the Indian subcontinent",lippa,gioco per bambini originario dell'India,Sports,entity
Q1256376,Milano City Marathon,marathon,Milano Marathon,gara podistica sulla distanza della maratona che si svolge annualmente a Milano,Sports,entity
Q1256481,King,card game,king,gioco di carte,Sports,entity
Q1257158,2007 Three Days of De Panne,cycling race,Driedaagse De Panne - Koksijde 2007,trentunesima edizione della corsa ciclistica,Sports,entity
Q126003679,2024–25 European Rugby Champions Cup,rugby union competition,Champions Cup 2024-25,30ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q127040080,2024–25 United Rugby Championship,Rugby competition,URC 2024-25,4ª edizione dell’United Rugby Championship e 24ª del campionato Celtic Rugby,Sports,entity
Q12880212,throwing the stone,Italian sport of throwing a stone weighing 6.3 kg,getto della pietra,specialità di atletica leggera non più praticata in competizioni ufficiali,Sports,entity
Q1311792,Eindhoven Team Time Trial,defunct cycling race,Eindhoven Team Time Trial,corsa a cronometro a squadre di ciclismo su strada maschile,Sports,entity
Q131359,professional wrestling,"martial arts events with professional athletes who are allowed the use of throws, jumps, grappling, and striking techniques",wrestling,"manifestazioni di arti marziali con atleti professionisti che consentono l'uso di tecniche di lancio, salto, lotta e colpi",Sports,entity
Q131375,shogi,Japanese strategy board game,shōgi,gioco da tavolo,Sports,entity
Q131471,darts,throwing game,freccette,Gioco competitivo che consiste nel centrare un bersaglio con apposite piccole frecce lanciate a mano.,Sports,entity
Q131807669,2025 Women’s Six Nations Championship,women's rugby union competition,Sei Nazioni 2025,23ª edizione del Sei Nazioni femminile e 30ª assoluta del Championship,Sports,entity
Q1328529,Sevens,card game,Domino a carte,gioco di carte derivato dal domino,Sports,entity
Q1338800,Ironman Triathlon,series of long-distance triathlon races,Ironman,sport,Sports,entity
Q13416854,2013–14 Heineken Cup,19th season of European rugby union clubs’ top-tier competition,Heineken Cup 2013-14,19ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1345442,Fastnet Race,recurring sport event,Fastnet race,evento sportivo ricorrente,Sports,entity
Q13738509,Hanabi,card game,Hanabi,gioco di carte,Sports,entity
Q138031,1982 British Grand Prix,Formula One motor race held in 1982,Gran Premio di Gran Bretagna 1982,corsa automobilistica,Sports,entity
Q1392681,combined driving,sport involving horses pulling carriages,Attacchi,Insieme di discipline sportive,Sports,entity
Q1397361,Trappola,historic card game,Trappola,carte da gioco,Sports,entity
Q1406912,Shadowmoor,Magic: The Gathering expansion set,Landa Tenebrosa,set di espansione per Magic: l'Adunanza,Sports,entity
Q1428502,polocrosse,team sport combining polo and lacrosse,Polocrosse,Sport di squadra che unisce polo e lacrosse,Sports,entity
Q1453712,Freestyle slalom skating,skating that involves performing tricks around a straight line of cones,Style Slalom,specialità del pattinaggio freestyle,Sports,entity
Q1457993,alpine skiing combined,event in alpine ski racing,combinata alpina,specialità dello sci alpino,Sports,entity
Q1468073,oină,Romanian traditional sport,Oina,sport di squadra,Sports,entity
Q146952,Russian bank,card game,Crapette,gioco di carte,Sports,entity
Q1471659,Shell Eco-marathon,award,Shell Eco-marathon,competizione motoristica studentesca,Sports,entity
Q14786282,snatch,term in the sport of weightlifting,strappo,specialità del sollevamento pesi,Sports,entity
Q1486621,Grand Prix van Hasselt,cyclo-cross,Grote Prijs van Hasselt,corsa in linea di ciclocross maschile e femminile,Sports,entity
Q15056588,Theros,Magic: The Gathering expansion set,Theros,set di espansione per Magic: l'Adunanza,Sports,entity
Q1508991,2000–01 Heineken Cup,6th rugby union clubs’ European cup,Heineken Cup 2000-01,6ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q15120374,European Rugby Champions Cup,European top-tier rugby union club competition,European Rugby Champions Cup,massima competizione europea per club di rugby a 15,Sports,entity
Q1512655,Kulbit,aerial maneuver,Kulbit,manovra acrobatica,Sports,entity
Q152697,2009–10 Heineken Cup,15th season of European rugby union clubs’ top-tier competition,Heineken Cup 2009-10,15ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1529816,Solitaire du Figaro,solo multi-stage sailing race,Solitaire du Figaro,regata a vela in solitario,Sports,entity
Q1550259,National Lacrosse League,professional indoor lacrosse league in North America,National Lacrosse League,lega professionistica nordamericana di indoor lacrosse,Sports,entity
Q1551693,Vovinam,Vietnamese martial art,Vovinam viet vo dao,arte marziale vietnamita,Sports,entity
Q155223,National Basketball Association,North American professional men's basketball league,National Basketball Association,lega professionistica di pallacanestro maschile di Stati Uniti e Canada,Sports,entity
Q15707773,2014 Women's Six Nations Championship,women's rugby union competition,Sei Nazioni 2014,13ª edizione del Sei Nazioni femminile e 19ª assoluta del Championship,Sports,entity
Q15711044,Born of the Gods,Magic: The Gathering expansion set,Figli degli Dei,set di espansione per Magic: l'Adunanza,Sports,entity
Q15812938,1989 Spanish Grand Prix,Formula One motor race held in 1989,Gran Premio di Spagna 1989,corsa automobilistica,Sports,entity
Q158241,2012 German Grand Prix,Formula One motor race held in 2012,Gran Premio di Germania 2012,corsa automobilistica,Sports,entity
Q1589554,Caribbean stud poker,"casino table game with rules similar to five-card stud poker, but played against the house rather than against other players",Caribbean Stud Poker,variante di Poker,Sports,entity
Q15952055,2014 Spanish Grand Prix,May 2014 Formula 1 race in Spain,Gran Premio di Spagna 2014,corsa automobilistica,Sports,entity
Q1596008,1996–97 Heineken Cup,2nd rugby union clubs’ European cup,Heineken Cup 1996-97,2ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1596011,1995–96 Heineken Cup,1st rugby union clubs’ European cup,Heineken Cup 1995-96,1ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1596013,1998–99 Heineken Cup,4th rugby union clubs’ European cup,Heineken Cup 1998-99,4ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1596018,1999–2000 Heineken Cup,5th rugby union clubs’ European cup,Heineken Cup 1999-2000,5ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1596020,2001–02 Heineken Cup,7th rugby union clubs’ European cup,Heineken Cup 2001-02,7ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1596035,2002–03 Heineken Cup,8th rugby union clubs’ European cup,Heineken Cup 2002-03,8ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1596037,2012–13 Heineken Cup,18th season of European rugby union clubs’ top-tier competition,Heineken Cup 2012-13,18ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1596041,2011–12 Heineken Cup,17th season of European rugby union clubs’ top-tier competition,Heineken Cup 2011-12,17ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1596045,2003–04 Heineken Cup,9th rugby union clubs’ European cup,Heineken Cup 2003-04,9ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1607478,Alliances,Magic: The Gathering expansion set,Alleanze,set di espansione per Magic: l'Adunanza,Sports,entity
Q161079,2009 German Grand Prix,Formula One motor race held in 2009,Gran Premio di Germania 2009,corsa automobilistica,Sports,entity
Q161091,2010 German Grand Prix,Formula One motor race held in 2010,Gran Premio di Germania 2010,corsa automobilistica,Sports,entity
Q1615366,Weatherlight,Magic: The Gathering expansion set,Cavalcavento,set di espansione per Magic: l'Adunanza,Sports,entity
Q1615480,Ice Age,Magic: The Gathering expansion set,Era Glaciale,set di espansione per Magic: l'Adunanza,Sports,entity
Q1616724,karuta,Japanese card game,Karuta,giochi di carte giapponesi,Sports,entity
Q1617036,Visions,Magic: The Gathering expansion set,Visioni,set di espansione per Magic: l'Adunanza,Sports,entity
Q16185866,2014 Austrian Grand Prix,Formula One motor race held in 2014,Gran Premio d'Austria 2014,Gran premio Austriaco,Sports,entity
Q1639025,Kabufuda,Japanese playing cards,Kabufuda,carte da gioco giapponesi,Sports,entity
Q1648900,Zendikar,Magic: The Gathering expansion set,Zendikar,set di espansione per Magic: l'Adunanza,Sports,entity
Q1658898,Illuminati,cards boardgame,Illuminati,gioco di carte,Sports,entity
Q1659267,ITHF table hockey,"competition tabletop game simulating ice hockey, organized by International Table Hockey Federation (ITHF)",Hockey su tavolo,gioco da tavolo,Sports,entity
Q16629853,mixed doubles,tennis discipline,doppio misto,sport della racchetta,Sports,entity
Q1669396,Targi,2012 card game,Targi,Gioco da tavolo,Sports,entity
Q1673112,Ironman 70.3,Long-distance triathlon race,Ironman 70.3,sport,Sports,entity
Q168635,2010–11 Heineken Cup,16th season of European rugby union clubs’ top-tier competition,Heineken Cup 2010-11,16ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q16893072,men's singles,discipline in tennis,singolare maschile,sport della tennis,Sports,entity
Q16893403,women's singles,discipline in tennis,singolare femminile,sport della racchetta,Sports,entity
Q17006133,Bubble Baba Challenge,annual swimming event,Bubble Baba Challenge,gara di nuoto annuale in Russia,Sports,entity
Q17009197,2014–15 Pro12,professional rugby union competition,Pro12 2014-15,14ª edizione della Celtic League / Pro12 / Pro14 di rugby a 15,Sports,entity
Q17019896,Women's Premiership,top level of women's rugby union in England,Women's Premiership,denominazione del massimo livello di campionato di rugby femminile inglese dal 1994 al 2017,Sports,entity
Q1703727,Tarot of Marseilles,Card game,tarocchi di Marsiglia,mazzo di tarocchi,Sports,entity
Q170436,Scrabble,board game with words,Scrabble,gioco da tavolo,Sports,entity
Q17128296,WIXOSS,"Japanese collectible  card game, launched by Tomy in 2014",Wixoss,media franchise giapponese,Sports,entity
Q171361,2009 Malaysian Grand Prix,Formula One motor race held in 2009,Gran Premio della Malesia 2009,corsa automobilistica,Sports,entity
Q171372,2008 Malaysian Grand Prix,Formula One motor race held in 2008,Gran Premio della Malesia 2008,corsa automobilistica,Sports,entity
Q171378,2008 Spanish Grand Prix,Formula One motor race held in 2008,Gran Premio di Spagna 2008,corsa automobilistica,Sports,entity
Q171383,2011 Monaco Grand Prix,Formula One motor race held in 2011,Gran Premio di Monaco 2011,corsa automobilistica,Sports,entity
Q171464,1982 United States Grand Prix West,Formula 1 race,Gran Premio degli Stati Uniti d'America-Ovest 1982,corsa automobilistica,Sports,entity
Q171492,1982 Monaco Grand Prix,Formula One motor race held in 1982,Gran Premio di Monaco 1982,corsa automobilistica,Sports,entity
Q171493,1979 South African Grand Prix,Formula One motor race held in 1979,Gran Premio del Sudafrica 1979,corsa automobilistica,Sports,entity
Q171496,1981 Monaco Grand Prix,Formula One motor race held in 1981,Gran Premio di Monaco 1981,corsa automobilistica,Sports,entity
Q171498,1975 Spanish Grand Prix,Formula One motor race held in 1975,Gran Premio di Spagna 1975,corsa automobilistica,Sports,entity
Q171502,1981 United States Grand Prix West,Formula One motor race,Gran Premio degli Stati Uniti d'America-Ovest 1981,corsa automobilistica,Sports,entity
Q171549,2000 San Marino Grand Prix,Formula One motor race held in 2000,Gran Premio di San Marino 2000,corsa automobilistica,Sports,entity
Q171550,1982 San Marino Grand Prix,Formula One motor race held in 1982,Gran Premio di San Marino 1982,4^ Gara del Mondiale di Formula 1 del 1982,Sports,entity
Q171552,1994 San Marino Grand Prix,Formula One motor race held in 1994,Gran Premio di San Marino 1994,corsa automobilistica,Sports,entity
Q171564,1968 South African Grand Prix,Formula One motor race held in 1968,Gran Premio del Sudafrica 1968,corsa automobilistica,Sports,entity
Q171576,1993 European Grand Prix,Formula One motor race held in 1993,Gran Premio d'Europa 1993,corsa automobilistica,Sports,entity
Q171585,1983 San Marino Grand Prix,Formula One motor race held in 1983,Gran Premio di San Marino 1983,corsa automobilistica,Sports,entity
Q171590,1986 Mexican Grand Prix,Formula One motor race held in 1986,Gran Premio del Messico 1986,corsa automobilistica,Sports,entity
Q171597,1977 Swedish Grand Prix,motor race,Gran Premio di Svezia 1977,corsa automobilistica,Sports,entity
Q171603,1978 Swedish Grand Prix,Grand Prix,Gran Premio di Svezia 1978,corsa automobilistica,Sports,entity
Q171606,1982 Dutch Grand Prix,Formula One motor race held in 1982,Gran Premio d'Olanda 1982,corsa automobilistica,Sports,entity
Q171614,1976 Japanese Grand Prix,Formula One motor race held in 1976,Gran Premio del Giappone 1976,corsa automobilistica,Sports,entity
Q171618,1974 Swedish Grand Prix,motor car race,Gran Premio di Svezia 1974,corsa automobilistica,Sports,entity
Q171623,1981 San Marino Grand Prix,Formula One motor race held in 1981,Gran Premio di San Marino 1981,corsa automobilistica,Sports,entity
Q171627,1981 Dutch Grand Prix,Formula One motor race held in 1981,Gran Premio d'Olanda 1981,corsa automobilistica,Sports,entity
Q171629,1967 Mexican Grand Prix,Formula One motor race held in 1967,Gran Premio del Messico 1967,corsa automobilistica,Sports,entity
Q171631,1973 South African Grand Prix,Formula One motor race held in 1973,Gran Premio del Sudafrica 1973,corsa automobilistica,Sports,entity
Q171633,1976 British Grand Prix,Formula One motor race held in 1976,Gran Premio di Gran Bretagna 1976,corsa automobilistica,Sports,entity
Q171638,1979 Dutch Grand Prix,Formula One motor race held in 1979,Gran Premio d'Olanda 1979,corsa automobilistica,Sports,entity
Q171640,1978 United States Grand Prix West,motor car race,Gran Premio degli Stati Uniti d'America-Ovest 1978,corsa automobilistica,Sports,entity
Q171642,1979 United States Grand Prix West,motor car race,Gran Premio degli Stati Uniti d'America-Ovest 1979,corsa automobilistica,Sports,entity
Q171645,1981 Spanish Grand Prix,Formula One motor race held in 1981,Gran Premio di Spagna 1981,corsa automobilistica,Sports,entity
Q171646,1977 Japanese Grand Prix,Formula One motor race held in 1977,Gran Premio del Giappone 1977,corsa automobilistica,Sports,entity
Q171657,1988 Italian Grand Prix,Formula One motor race held in 1988,Gran Premio d'Italia 1988,corsa automobilistica,Sports,entity
Q171659,1980 South African Grand Prix,Formula One motor race held in 1980,Gran Premio del Sudafrica 1980,corsa automobilistica,Sports,entity
Q171661,1982 South African Grand Prix,Formula One motor race held in 1982,Gran Premio del Sudafrica 1982,corsa automobilistica,Sports,entity
Q171664,1970 Mexican Grand Prix,Formula One motor race held in 1970,Gran Premio del Messico 1970,corsa automobilistica,Sports,entity
Q171670,1979 United States Grand Prix,Formula One motor race held in 1979,Gran Premio degli Stati Uniti d'America-Est 1979,corsa automobilistica,Sports,entity
Q171674,1980 Dutch Grand Prix,Formula One motor race held in 1980,Gran Premio d'Olanda 1980,corsa automobilistica,Sports,entity
Q171676,1981 Caesars Palace Grand Prix,Formula One motor race,Gran Premio di Las Vegas 1981,corsa automobilistica,Sports,entity
Q171679,1979 Italian Grand Prix,Formula One motor race held in 1979,Gran Premio d'Italia 1979,corsa automobilistica,Sports,entity
Q171681,1978 Italian Grand Prix,Formula One motor race held in 1978,Gran Premio d'Italia 1978,corsa automobilistica,Sports,entity
Q171685,1976 Swedish Grand Prix,Formula One motor race held in 1976,Gran Premio di Svezia 1976,corsa automobilistica,Sports,entity
Q171686,1973 French Grand Prix,Formula One motor race held in 1973,Gran Premio di Francia 1973,corsa automobilistica,Sports,entity
Q171688,1967 Dutch Grand Prix,Formula One motor race held in 1967,Gran Premio d'Olanda 1967,corsa automobilistica,Sports,entity
