item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q1060970,A Cruel God Reigns,Japanese manga series,A Cruel God Reigns,manga scritto e disegnato da Moto Hagio,Comics,entity
Q106130495,Four Knights of the Apocalypse,Japanese manga series,Four Knights of the Apocalypse,manga shōnen scritto e disegnato da Nakaba Suzuki,Comics,entity
Q106136776,Liar Liar,Japanese manga series,"Liar, Liar",serie di manga,Comics,entity
Q1062127,Nurse Angel Ririka SOS,Japanese manga series,"Ririka, SOS!",manga e anime di Yasushi Akimoto e Koi Ikeno,Comics,entity
Q106252527,Spy Classroom,Japanese manga series,Spy Classroom,serie di manga,Comics,entity
Q106309391,Farming Life in Another World,Japanese manga series,Isekai Farming - Vita contadina in un altro mondo,serie di manga,Comics,entity
Q106320423,Why Does Nobody Remember Me in This World?,Japanese manga series,Why Does Nobody Remember Me in This World?,serie di manga,Comics,entity
Q106323045,Love After World Domination,Japanese manga series,Love After World Domination,serie manga giapponese,Comics,entity
Q1063262,Kriminal,comic book series,Kriminal,serie a fumetti,Comics,entity
Q106350447,I've Been Killing Slimes for 300 Years and Maxed Out My Level,Japanese manga series,I've Been Killing Slimes for 300 Years and Maxed Out My Level,serie di manga,Comics,entity
Q106375577,Majo ni Sasageru Trick,Japanese manga series,Tricks Dedicated to Witches,serie di manga,Comics,entity
Q106392064,Jujutsu Kaisen 0,Japanese manga series,Jujutsu kaisen - Sorcery Fight 0: L'istituto di arti occulte,manga scritto e disegnato da Gege Akutami,Comics,entity
Q106392316,Ron Kamonohashi,Japanese manga series,Il mistero di Ron Kamonohashi,manga del 2020 scritto e disegnato da Akira Amano,Comics,entity
Q106392491,Medalist,Japanese manga series,Medalist,serie di manga,Comics,entity
Q106392492,Kakegurui Twin,Japanese manga series written by Homura Kawamoto,Kakegurui twin,serie di manga,Comics,entity
Q106401899,Tesla Note,Japanese manga series,Tesla Note,serie di manga,Comics,entity
Q106410768,Manga Cafe,manga series published in Russia,Manga Cafe,serie di manga pubblicata in Russia,Comics,entity
Q106430745,Witch Watch,Japanese manga series,Witch Watch,manga shōnen scritto e disegnato da Kenta Shinohara,Comics,entity
Q106447820,Blue Box,Japanese manga series,Blue Box,manga scritto e disegnato da Kōji Miura,Comics,entity
Q106462991,Dance Dance Danseur,Japanese manga series,Dance Dance Danseur,manga scritto e disegnato da George Asakura,Comics,entity
Q1064786,Sakura Gari,manga,Sakuragari - All'ombra del ciliegio,manga,Comics,entity
Q1065178,Sketchbook,Japanese manga series by Totan Kobako,Sketchbook,serie di manga,Comics,entity
Q106523150,Skeleton Knight in Another World,Japanese manga series,Skeleton Knight in Another World,serie di manga,Comics,entity
Q106537119,Brian the Brain,comic series,Brian the Brain,fumetto di Miguel Ángel Martín,Comics,entity
Q106553310,Kämpfer,Japanese manga series,Kämpfer,serie manga,Comics,entity
Q106554479,Infinite Stratos,Japanese manga series by Kenji Akahoshi,IS (Infinite Stratos),serie di manga,Comics,entity
Q106575066,Orb: On the Movements of the Earth,Japanese manga series,Il movimento della Terra,serie di manga,Comics,entity
Q106578100,Shibuya Goldfish,Japanese manga series,Shibuya Goldfish,manga di Aoi Hiromi,Comics,entity
Q106585796,Bludgeoning Angel Dokuro-Chan,Japanese manga series,Bokusatsu tenshi Dokuro-chan,manga di Mitsuna Sakuse e Mitsuna Ouse,Comics,entity
Q106588507,Solo Leveling,South Korean manhwa series,Solo Leveling,serie di manhwa,Comics,entity
Q106588789,Demon King Daimao,Japanese manga series,Ichiban ushiro no dai maō,manga di Shōtarō Mizuki e Souichi Itō,Comics,entity
Q106591803,Iguana Girl,Japanese manga series,Iguana no musume,serie di manga Giapponese,Comics,entity
Q106597306,Sensei no Kaban,Japanese manga series,Gli anni dolci,manga di Hiromi Kawakami e Jirō Taniguchi,Comics,entity
Q106624284,A Certain Scientific Railgun: Astral Buddy,2017 manga spin-off series of A Certain Scientific Railgun,A Certain Scientific Railgun: Astral Buddy,serie manga,Comics,entity
Q106647301,Rooster Fighter,Japanese manga series,Rooster Fighter,serie di manga,Comics,entity
Q1067057,Orpheus no Mado,manga series,Orpheus,manga di Riyoko Ikeda,Comics,entity
Q106772835,Kuro,Japanese manga series,Kuro (manga),serie di manga,Comics,entity
Q1067962,Crest of the Royal Family,Japanese manga series,Ōke no Monshō,manga scritto e disegnato da Chieko Hosokawa,Comics,entity
Q106810701,Choujin X,Japanese manga series,Choujin X,manga scritto e disegnato da Sui Ishida,Comics,entity
Q1068161,Appare Jipangu!,manga series,C'era una volta in Giappone,manga di Yū Watase,Comics,entity
Q106872663,Life with an Ordinary Guy Who Reincarnated into a Total Fantasy Knockout,Japanese manga series,Life with an Ordinary Guy Who Reincarnated into a Total Fantasy Knockout,serie di manga,Comics,entity
Q1068865,Chibi Vampire,Japanese manga series,Karin,manga giapponese,Comics,entity
Q106910339,Kiruru Kill Me,Japanese manga series,Kiruru Kill Me,manga del 2020 scritto e disegnato da Yasuhiro Kano,Comics,entity
Q106925865,Is This a Zombie?,Japanese manga series,Kore wa zombie desu ka?,serie di manga,Comics,entity
Q106955946,Loner Life in Another World,Japanese manga series,Loner Life in Another World,serie di manga,Comics,entity
Q106961420,Kimi Shi ni Tamau Koto Nakare,manga by Taro Yoko,Kimi Shinitamou Koto Nakare,serie manga,Comics,entity
Q106975822,Nekonaughey,Japanese manga series,Lo Sfigatto - Nekonaughey,manga di Q-rais,Comics,entity
Q107007043,In the Clear Moonlit Dusk,Japanese manga series,In the Clear Moonlit Dusk,manga scritto e disegnato da Mika Yamamori,Comics,entity
Q107015798,Baka and Test,Japanese manga series,Baka to test to shōkanjū,serie di manga,Comics,entity
Q107040899,Wind Breaker,Japanese manga series,Wind Breaker,manga scritto e disegnato da Satoru Nii,Comics,entity
Q1070567,Bunny Drop,Japanese manga series,Usagi Drop,manga scritto e disegnato da Yumi Unita,Comics,entity
Q107056704,Aria the Scarlet Ammo,Japanese manga series,Hidan no Aria,serie di manga,Comics,entity
Q1070661,Cyborg 009,Japanese manga series,Cyborg 009,Manga shonen di Shotaro Ishinomori,Comics,entity
Q107156676,Les Misérables,Japanese manga series,I miserabili,manga di Takahiro Arai,Comics,entity
Q107188832,Shachiku-san wa Yōjo Yūrei ni Iyasaretai.,Japanese manga series,Miss Shachiku and the Little Baby Ghost,manga scritto e disegnato da Imari Arita,Comics,entity
Q107197531,A Sign of Affection,Japanese manga series,A Sign of Affection,manga scritto e disegnato da Sū Morishita,Comics,entity
Q107284197,Go! Go! Loser Ranger!,Japanese manga series,Squalificati - Ranger Reject,manga shōnen scritto e disegnato da Negi Haruba,Comics,entity
Q1072914,Buster Keel!,Japanese manga series,Buster Keel,manga di Kenshiro Sakamoto,Comics,entity
Q1072982,A Bride's Story,Japanese manga series,I giorni della sposa,manga di Kaoru Mori,Comics,entity
Q107307100,Batman: Curse of the White Knight,comics limited series,Batman: La maledizione del Cavaliere Bianco,miniserie a fumetti statunitense,Comics,entity
Q107312105,Called Game,Japanese manga series,Called Game,serie di manga,Comics,entity
Q107335308,Natsume Arata no Kekkon,Japanese manga series,Natsume Arata no kekkon,manga del 2019 scritto e disegnato da Tarō Nogizaka,Comics,entity
Q107355079,The Legend of Dororo and Hyakkimaru,manga series by Satoshi Shiki,Dororo e Hyakkimaru - La Leggenda,serie di manga,Comics,entity
Q107445470,Miss Kuroitsu from the Monster Development Department,Japanese manga series,Miss Kuroitsu from the Monster Development Department,serie di manga,Comics,entity
Q1074831,Demon Lord Dante,horror-themed manga and anime series,Mao Dante,serie di manga,Comics,entity
Q1075090,Hataraki Man,anime television series,Hataraki Man,serie televisiva giapponese,Comics,entity
Q1075127,Chi's Sweet Home,manga and anime series,Chi - Casa dolce casa,serie di manga,Comics,entity
Q107536052,Fenrir,Japanese manga series,Fenrir,manga scritto da Chūgaku Akamatsu e disegnato da Mioko Onishi,Comics,entity
Q1075436,Sakigake!! Otokojuku,Japanese manga series,Classe di ferro,serie di manga,Comics,entity
Q1075674,Clover,manga series created by Clamp,Clover,serie di manga,Comics,entity
Q10766498,Cyclops Shōjo Saipu,4-panel manga series written and illustrated by Tora-Yasu,Cyclops Shōjo Saipu,manga,Comics,entity
Q107694799,"Excuse Me Dentist, It's Touching Me!",Japanese manga series by Sho Yamazaki,"Excuse Me, Dentist!",manga del 2020 scritto e disegnato da Sho Yamazaki,Comics,entity
Q10770816,My Wife is Wagatsuma-san,manga series,Wagatsuma-san wa ore no yome,manga,Comics,entity
Q1077402,Cutie Honey,1973 Japanese media franchise,Cutie Honey,serie di manga,Comics,entity
Q107750643,DRCL midnight children,Japanese manga series,DRCL midnight children,serie manga,Comics,entity
Q107801214,Look Back,manga by Tatsuki Fujimoto,Look Back,manga scritto e disegnato da Tatsuki Fujimoto,Comics,entity
Q107861088,In Another World With My Smartphone,Japanese manga series,In Another World with My Smartphone,manga di Soto,Comics,entity
Q107893246,Magical Warfare,Japanese manga series,Mahō sensō,serie manga,Comics,entity
Q107994302,In the Land of Leadale,Japanese manga series,In the Land of Leadale,serie di manga,Comics,entity
Q108049323,The Violence Action,Japanese manga series,Violence Action,manga di Shin Sawada e Renji Asai,Comics,entity
Q1080567,Manga Time Kirara Carat,Japanese manga magazine,Manga Time Kirara Carat,rivista giapponese di manga seinen della Hōbunsha,Comics,entity
Q108069627,Dandadan,Japanese manga series,DanDaDan,Serie di manga giapponese di Yukinobu Tatsu,Comics,entity
Q108072231,My Love Mix-Up!,Japanese manga series,Vanishing My First Love,serie di manga,Comics,entity
Q108084533,The Decagon House Murders,Japanese manga series,The Decagon House Murders,Manga del 2019 scritto da Yukito Ayatsuji e disegnato da Hiro Kiyohara,Comics,entity
Q108091568,Restaurant to Another World,Japanese manga series,Restaurant to Another World,manga di Takaaki Kugatsu,Comics,entity
Q108106329,"Apparently, Disillusioned Adventurers Will Save the World",Japanese manga series,Ningen Fushin: Adventurers Who Don't Believe in Humanity Will Save the World,serie di manga,Comics,entity
Q1082736,Manga Time Kirara,Japanese manga magazine,Manga Time Kirara,rivista giapponese di manga,Comics,entity
Q1082765,Manga Time Kirara Forward,Japanese manga magazine,Manga Time Kirara Forward,rivista giapponese di manga,Comics,entity
Q108339209,Sandcastle,2010 comic by Pierre Oscar Levy and Frederik Peeters,Castello di sabbia,romanzo grafico di Pierre Oscar Lévy e  Frederik Peeters,Comics,entity
Q1083440,Oumagadoki Zoo,Japanese manga series,Crazy Zoo,manga scritto e disegnato da Kōhei Horikoshi,Comics,entity
Q1083746,Ghost Talker's Daydream,shonen manga series directed by Osamu Sekita,Daydream,manga seinen scritto da Saki Okuse e disegnato Sankichi Meguro,Comics,entity
Q108383955,Pokémon Evolutions,mini-webseries about Pokémon,Evoluzioni Pokémon,serie di corti ONA ambientata nel mondo immaginario di Pokémon,Comics,entity
Q108395518,The Old Guard,comics by Greg Rucka and Leandro Fernandez,The Old Guard,fumetto di Greg Rucka e Leandro Fernandez,Comics,entity
