row_id,item,itemLabel,itemDescription,type,itemHypernymLabel,classification,countries of claim,explanation
row_12,http://www.wikidata.org/entity/Q1541,Cicero,"Roman statesman, lawyer, orator, and philosopher (106–43 BC)",entity,politician,CLASSIFICATION: CULTURAL REPRESENTATIVE,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Cicero is a seminal figure from ancient Rome, whose contributions in statesmanship, law, oratory, and philosophy are strongly associated with Roman heritage. His work has significantly influenced Western thought and is recognized internationally as emblematic of Roman cultural values—even as his legacy is claimed by a specific cultural and historical tradition."
row_13,http://www.wikidata.org/entity/Q1503,Manuel L. Quezon,President of the Philippines from 1935 to 1944,entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Philippines,"EXPLANATION: Manuel L. Quezon is a historical figure whose significance is primarily tied to the Philippines. As a former president of the country during a pivotal period in its history, his recognition and relevance are mainly confined within the Philippine cultural and historical context, with limited international association beyond that national context."
row_14,http://www.wikidata.org/entity/Q9582,Gerald Ford,president of the United States from 1974 to 1977,entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United States,"EXPLANATION: Gerald Ford is a historical figure recognized primarily as a U.S. president, a role that is deeply intertwined with American political heritage. Although his impact is acknowledged internationally, his identity and significance remain closely linked to the United States, making him a representative symbol of American culture and governance."
row_15,http://www.wikidata.org/entity/Q9576,James Callaghan,former prime minister of the United Kingdom (1912–2005),entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: United Kingdom,"EXPLANATION: James Callaghan is a figure deeply rooted in the political and cultural history of the United Kingdom. His significance, achievements, and recognition are primarily tied to the UK's political context, making him primarily relevant within his culture of origin rather than having a broad, international cultural impact."
row_16,http://www.wikidata.org/entity/Q5327,Adolf Butenandt,German biochemist (1903-1995),entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Germany,"EXPLANATION: Adolf Butenandt is a figure internationally recognized for his contributions to biochemistry and science. Although his work has had a global impact, his identity and legacy are strongly tied to Germany, which claims him as part of its national heritage in the scientific field."
row_17,http://www.wikidata.org/entity/Q5335,Harm Wiersma,"Dutch draughts player and former politician, World champion",entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Netherlands,"EXPLANATION: Harm Wiersma is a person whose achievements and identity are specifically tied to the Netherlands. Although his accomplishments as a World champion in draughts have international recognition, his cultural association is clearly with his country of origin, making him a representative of Dutch culture."
row_18,http://www.wikidata.org/entity/Q12688,Jean Jaurès,French / Occitan Socialist leader (1859-1914),entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: France,"EXPLANATION: Jean Jaurès is a historical figure deeply embedded in French political and cultural history. His contributions and identity are closely tied to France, especially within the context of its socialist movements. While his influence is significant within his country of origin, understanding his full impact requires familiarity with French historical and political contexts, making him primarily relevant within France."
row_19,http://www.wikidata.org/entity/Q1480,Corazon Aquino,President of the Philippines from 1986 to 1992,entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Philippines,"EXPLANATION: Corazon Aquino is closely associated with the Philippines, representing the country's pivotal role in the People Power Revolution and its transition to democracy. Her leadership and legacy have made her an internationally recognized symbol of democratic change while remaining strongly linked to her nation’s identity."
row_20,http://www.wikidata.org/entity/Q192,David Cameron,British politician (born 1966),entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United Kingdom,"EXPLANATION: David Cameron is primarily associated with the United Kingdom, where he is recognized as a key political figure and former Prime Minister. Despite his origin and deep ties to British politics, his international profile makes him widely known beyond his home country. This aligns with items that, while claimed by a specific country, have significant international recognition."
row_21,http://www.wikidata.org/entity/Q12680,Paul Doumer,French statesman (1857–1932),entity,politician,CLASSIFICATION: Cultural Exclusive,,"EXPLANATION: Paul Doumer was a French statesman whose significance and recognition are primarily rooted in France and its national history. While he may be noted in historical texts outside of France, his role and cultural relevance are confined to the French political context rather than achieving widespread international symbolic status."
row_22,http://www.wikidata.org/entity/Q9575,Harivansh Rai Bachchan,"Indian Hindi poet, Father of Amitabh Bachchan (1907-2003)",entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: India,"EXPLANATION: Harivansh Rai Bachchan is an iconic figure in Indian literature, specifically within Hindi poetry, and his significance is primarily rooted in Indian cultural and literary traditions. While his work is celebrated in India, it has not diffused widely into global mainstream culture in a way that would render him a universal cultural symbol. His recognition is closely tied to his national context, and his literary contributions require familiarity with Indian Hindi literary traditions to be fully appreciated."
row_23,http://www.wikidata.org/entity/Q1464,Benigno Aquino III,President of the Philippines from 2010 to 2016,entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Philippines,"EXPLANATION: Benigno Aquino III is directly tied to the political and cultural context of the Philippines. His identity and significance are rooted in his role as the President of the Philippines from 2010 to 2016, and he is primarily recognized within that national framework rather than as a universally adopted or globally representative figure."
row_24,http://www.wikidata.org/entity/Q12499,Patrick Janssens,Flemish politician; former mayor of Antwerp,entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Belgium,"EXPLANATION: Patrick Janssens is a specific individual whose notability is strongly tied to his role within Flemish politics and the local context of Antwerp. His recognition and relevance are primarily limited to Belgium, rather than being a universally recognized or adopted figure."
row_25,http://www.wikidata.org/entity/Q12456,Hippoliet Van Peene,Flemish physician and playwright. Composer of the Flemish anthem (1811-1864),entity,politician,CLASSIFICATION: Cultural Exclusive,,
row_26,http://www.wikidata.org/entity/Q12500,Daniël Termont,Mayor of Ghent,entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Belgium,"EXPLANATION: The item refers to Daniël Termont in his role as Mayor of Ghent, an office that is inherently tied to the local political and cultural context of Ghent, Belgium. This position is specific to that country's administrative system and does not possess universal cultural recognition outside that context."
row_27,http://www.wikidata.org/entity/Q12665,"Robert Baden-Powell, 1st Baron Baden-Powell","lieutenant-general in the British Army, writer, founder and Chief Scout of the Scout Movement (1857-1941)",entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United Kingdom,"EXPLANATION: Robert Baden-Powell is widely recognized for founding the Scout Movement, which is utilized and appreciated globally. Despite its broad international adoption, his identity and legacy remain strongly associated with British history and culture. His role in establishing a movement that has retained its cultural association with the United Kingdom, even as it spread worldwide, qualifies him as a cultural representative."
row_28,http://www.wikidata.org/entity/Q12341,Roberto Noble,"Argentine politician, journalist and publisher, founder of Argentinian newspaper Clarín (1902-1969)",entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Argentina,"EXPLANATION: Roberto Noble is a figure whose identity and accomplishments are deeply rooted in Argentina. His role as the founder of Clarín, a major Argentine newspaper, and his political and journalistic contributions have primarily influenced and been recognized within Argentina. His cultural significance is largely limited to his country of origin, and he has not emerged as a symbol with broad international recognition outside of that context."
row_29,http://www.wikidata.org/entity/Q12498,Stefaan De Clerck,Flemish politician; former mayor of Kortrijk,entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Belgium,"EXPLANATION: Stefaan De Clerck is a political figure whose life and career are primarily relevant within the cultural and political context of Belgium. Although he may be known outside his local arena, his significance and recognition are deeply rooted in his national and regional (Flemish) identity, limiting his broader international cultural association."
row_30,http://www.wikidata.org/entity/Q5208,Huang Xianfan,"Chinese historian, ethnologist and educator (1899-1982)",entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: China,"EXPLANATION: Huang Xianfan was a prominent historian, ethnologist, and educator whose work and identity are strongly rooted in China. His legacy is primarily recognized within the Chinese cultural and academic context, with limited international recognition outside specialized circles."
row_31,http://www.wikidata.org/entity/Q9559,John Major,former prime minister of the United Kingdom (born 1943),entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: United Kingdom,"EXPLANATION: John Major is a notable political figure whose identity and influence are intrinsically linked to the United Kingdom. As a former prime minister, his significance is primarily understood through the lens of British political history and culture. While his name may be recognized internationally, his political legacy and relevance are closely tied to the UK, and he does not embody a universally adopted cultural concept."
row_32,http://www.wikidata.org/entity/Q1463,Ferdinand Marcos,President of the Philippines from 1965 to 1986,entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Philippines,"EXPLANATION: Ferdinand Marcos is a historical political figure whose significance and legacy are predominantly tied to the Philippines. While he is known internationally among scholars and those studying global politics, his cultural relevance is mainly rooted in the Philippine context, and his story requires specific cultural and historical understanding primarily associated with that country."
row_33,http://www.wikidata.org/entity/Q91,Abraham Lincoln,president of the United States from 1861 to 1865,entity,politician,CLASSIFICATION: CULTURAL REPRESENTATIVE,COUNTRIES OF CLAIM: United States,"EXPLANATION: Abraham Lincoln is a prominent historical figure strongly identified with the United States. His legacy as the president who led the country during the Civil War and issued the Emancipation Proclamation gives him enduring international recognition, while his cultural significance remains directly tied to American history and national identity."
row_34,http://www.wikidata.org/entity/Q1446,Caracalla,Roman emperor from 198 to 217,entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Caracalla is a historical figure intimately linked to ancient Roman culture—a legacy that modern Italy claims as part of its historical heritage. Though his notoriety has spread internationally as part of widely taught Roman history, his identity remains distinctly tied to a specific culture, making him a culturally representative figure."
row_35,http://www.wikidata.org/entity/Q9545,Tony Blair,Prime Minister of the United Kingdom from 1997 to 2007,entity,politician,CLASSIFICATION: CULTURAL REPRESENTATIVE,,EXPLANATION: Tony Blair is a globally recognized political figure primarily associated with the United Kingdom
row_36,http://www.wikidata.org/entity/Q5152,Mustafa Kemal Atatürk,founding father of the Republic of Turkey (c. 1881-1938),entity,politician,CLASSIFICATION: CULTURAL REPRESENTATIVE,COUNTRIES OF CLAIM: Turkey,"EXPLANATION: Mustafa Kemal Atatürk is a historically significant figure who is strongly associated with the founding of modern Turkey. Though he is recognized internationally, his legacy and cultural significance are claimed specifically by Turkey."
row_37,http://www.wikidata.org/entity/Q1442,Septimius Severus,Roman emperor from 193 to 211,entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Septimius Severus is a historical figure strongly associated with ancient Roman culture—a culture that is widely recognized beyond its original borders and continues to symbolize a significant chapter of world history. His role as a Roman emperor ties him to the heritage and legacy of ancient Rome, which has been embraced by modern Italy as part of its cultural narrative, while also being a subject of international study and recognition."
row_38,http://www.wikidata.org/entity/Q1440,Didius Julianus,emperor of ancient Rome (193 CE),entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Italy (as the modern claimant of ancient Roman heritage),"EXPLANATION: Didius Julianus is a historical figure whose significance is rooted in ancient Roman history—a context that primarily resonates with those familiar with that specific cultural and scholarly tradition. Although Roman history is widely taught, his relatively obscure and narrowly confined reign means that his cultural relevance remains largely limited to the context of ancient Rome. In this sense, unlike modern icons such as pizza or sushi which have transcended their cultural roots with broad international recognition, Didius Julianus's recognition depends on a specific historical framework and thus is best classified as culturally exclusive."
row_39,http://www.wikidata.org/entity/Q9509,Piero Gros,Italian alpine ski racer,entity,politician,CLASSIFICATION: Cultural Representative,,"EXPLANATION: Piero Gros is an Italian alpine ski racer whose career is closely tied to Italian national identity. His international achievements in alpine skiing have contributed to his recognition far beyond Italy, while his identity remains strongly associated with his Italian heritage. This makes him a symbol representative of Italian culture in the realm of winter sports."
row_40,http://www.wikidata.org/entity/Q9513,A. P. J. Abdul Kalam,Indian scientist and statesman (1931–2015),entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: India,"EXPLANATION: A. P. J. Abdul Kalam is an eminent figure whose identity and legacy are strongly tied to India. He is celebrated nationally as an influential scientist, statesman, and inspirational leader, and his contributions have garnered international recognition. Despite his global appeal, his cultural and historical significance is primarily claimed by India, making him a representative symbol of the nation's values and achievements."
row_41,http://www.wikidata.org/entity/Q76,Barack Obama,president of the United States from 2009 to 2017,entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United States,"EXPLANATION: Barack Obama is a highly internationally recognized figure who is intrinsically associated with the political and cultural heritage of the United States. His identity as the President from 2009 to 2017 is a clear marker of American political history and culture, making him a representative figure of the United States despite his global recognition."
row_42,http://www.wikidata.org/entity/Q1436,Pertinax,emperor of Ancient Rome (126-193),entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy (representing the legacy of Ancient Rome),"EXPLANATION: Pertinax was an emperor of Ancient Rome and is intrinsically linked to Roman culture—a culture with deep historical roots that are recognized worldwide. His identity and role as a Roman emperor are claimed by that specific cultural heritage, and his legacy is a well-known part of Roman history even among those outside Italy. While his recognition may be primarily in historical and academic contexts, his association with Ancient Rome makes him internationally emblematic of that culture."
row_43,http://www.wikidata.org/entity/Q5028,Britta Thomsen,Danish politician,entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Denmark,"EXPLANATION: Britta Thomsen is a Danish politician who is primarily recognized within the context of Denmark. Politicians typically serve their national context, and without significant international prominence, her identity and work are mainly associated and understood within her country of origin."
row_44,http://www.wikidata.org/entity/Q5015,Mette Frederiksen,Prime Minister of Denmark since 2019,entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Denmark,"EXPLANATION: Mette Frederiksen is a prominent political figure strongly associated with Denmark, where she serves as Prime Minister. Her role is claimed by Denmark, and while her influence is deeply rooted in her home country, her position in international political discourse provides her with significant global recognition."
row_45,http://www.wikidata.org/entity/Q4933,Otto Richard Kierulf,"Norwegian military officer, politician and sports administrator (1825-1897)",entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Norway,"EXPLANATION: Otto Richard Kierulf is a historical figure whose activities and recognition are closely tied to Norway. Although his roles in the military, politics, and sports administration are notable, they are primarily significant within the Norwegian context, and he does not have widespread global recognition that would associate him broadly across cultures."
row_46,http://www.wikidata.org/entity/Q4926,Birger Kildal,Norwegian politician (1849-1913),entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Norway,"EXPLANATION: Birger Kildal was a Norwegian politician whose historical and cultural significance is primarily rooted in Norway. His recognition is largely confined to Norwegian history and political context, and he has not achieved international cultural prominence that would extend his relevance beyond his country of origin."
row_47,http://www.wikidata.org/entity/Q1433,Lucius Verus,emperor of Ancient Rome (130-169),entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Lucius Verus is a historical figure closely associated with Ancient Roman culture—a culture that is claimed by modern Italy as part of its historical heritage. Although his relevance is rooted in a specific historical context (Ancient Rome), his legacy is studied and recognized internationally as emblematic of that civilization’s contributions and governance, making him a representative cultural symbol rather than a universally adopted or narrowly confined one."
row_49,http://www.wikidata.org/entity/Q23,George Washington,Founding Father and first U.S. president (1789–1797),entity,politician,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United States,"EXPLANATION: George Washington is a central figure in American history and identity, specifically associated with the founding of the United States. Although he is widely known around the world due to his historical significance, his cultural claims and legacy are rooted exclusively in American heritage."
row_50,http://www.wikidata.org/entity/Q133278742,Mary Theresa King-Myers,first female municipal councillor in rural Canada,entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Canada,EXPLANATION: This item specifically highlights a milestone in Canadian history by identifying Mary Theresa King-Myers as the first female municipal councillor in rural Canada. Her achievement is strongly tied to the cultural and political context of Canada and is primarily relevant within that national context. It does not have a universal or international cultural recognition that would elevate it to a cultural representative status.
row_51,http://www.wikidata.org/entity/Q131544854,Mlungisi Makhanya,Swaziland human rights defender,entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Swaziland,"EXPLANATION: Mlungisi Makhanya is identified solely as a Swaziland human rights defender, meaning his recognition and relevance are deeply rooted in the cultural and political context of a single country. Although the concept of human rights is universal, his work is specifically associated with and understood within the cultural framework of Swaziland, limiting his international cultural association."
row_52,http://www.wikidata.org/entity/Q122165854,Leader of the Australian Labor Party in Victoria,Victorian branch leader,entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Australia,"EXPLANATION: This item refers to a political leadership position within a specific branch of an Australian political party, making it highly relevant only within the context of Australia's political culture. The role is inherently tied to Australia’s political system, and its significance and understanding are largely limited to that cultural and geographical context."
row_53,http://www.wikidata.org/entity/Q112483026,"Members of the Australian House of Representatives, 2022–2025",Wikimedia list article,entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Australia,"EXPLANATION: This item specifically refers to a group within Australia’s national government, namely the members of the Australian House of Representatives for a defined term. Its relevance and context are confined to Australia’s political and legislative system, making it primarily recognizable within that national framework. It does not have a universal cultural presence outside of this unique Australian context."
row_54,http://www.wikidata.org/entity/Q109678442,Leader of the National Party of Australia in New South Wales,NSW party leader,entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Australia,"EXPLANATION: This item refers to a specific political role within a particular party in New South Wales, Australia. The role is deeply embedded in the context of Australian state and national politics, meaning its significance and recognition are largely confined to that cultural and political setting. As such, it requires a specific understanding of Australian political history and structures, making it a culturally exclusive item."
row_55,http://www.wikidata.org/entity/Q111193712,Deputy Leader of the Government in the Legislative Council,"Government office in New South Wales, Australia",entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Australia,"EXPLANATION: This government office is intrinsically tied to the institutional and political framework of New South Wales, Australia. Its role and function are understood within the context of the Australian parliamentary system and are not globally recognized outside that specific governance structure. As such, its cultural relevance is primarily localized within Australia."
row_56,http://www.wikidata.org/entity/Q65043021,"Members of the Australian House of Representatives, 2019–2022",Wikimedia list article,entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Australia,"EXPLANATION: This item refers specifically to a list of individuals who served in the Australian House of Representatives during a defined period (2019–2022) and pertains to Australia's governmental system. Its significance and recognition are primarily confined to Australian culture and political context, making it a culturally exclusive item rather than something that has achieved broad international recognition or is universally applicable."
row_57,http://www.wikidata.org/entity/Q108855783,Leader of the Australian Labor Party in New South Wales,New South Wales branch leader,entity,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Australia,"EXPLANATION: This item refers to a specific political position within a single country’s political party—the Australian Labor Party’s New South Wales branch leader. Its relevance, terminology, and role are rooted in the political culture of Australia, particularly within the state of New South Wales, and are not widely recognized or understood outside that national context."
row_58,http://www.wikidata.org/entity/Q23073678,Leader of the Government in the Legislative Council,"Government office in the state of New South Wales, Australia",entity,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Australia,"EXPLANATION: This government office is specific to the parliamentary structure of New South Wales, Australia, and its functions and significance are understood within the unique context of Australian state politics. It does not have a counterpart or widespread recognition outside this specific cultural and political setting."
row_59,http://www.wikidata.org/entity/Q31754863,Intendant of Montevideo,head of government of Montevideo,concept,politician,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Uruguay,"EXPLANATION: The ""Intendant of Montevideo"" is a title specific to the local government of Montevideo, the capital city of Uruguay. It is an office that exists within a particular national and administrative context, making it primarily relevant and recognized only within Uruguay's political framework."
row_60,http://www.wikidata.org/entity/Q16243848,Big man,"corrupt, autocratic leader",concept,politician,CLASSIFICATION: Cultural Agnostic,COUNTRIES OF CLAIM: Not applicable,"EXPLANATION: The term ""big man"" as a descriptor for a corrupt, autocratic leader is a broadly used concept in political discourse and anthropology. It is not tied to the cultural origin of a single country but applies generically to various leadership styles seen around the world. Its usage transcends national boundaries and does not require deep knowledge of a specific cultural context to be understood."
row_61,http://www.wikidata.org/entity/Q16843760,"Mayor of Lincoln, England",first citizen of the city of Lincoln,concept,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: England (United Kingdom),"EXPLANATION: The position of Mayor of Lincoln is specific to the local government structure of Lincoln in England. Understanding this role requires familiarity with the local political and cultural context of that region. Unlike a universally adopted concept, this item remains primarily relevant within its country of origin and does not have widespread recognition outside of its local context."
row_62,http://www.wikidata.org/entity/Q19772737,political candidate,candidate in an election for political office,concept,politician,CLASSIFICATION: CULTURAL AGNOSTIC,COUNTRIES OF CLAIM: N/A,EXPLANATION: The concept of a political candidate is inherent to democratic and electoral processes found in numerous cultures around the world. It is universally understood and not associated with a specific country or cultural tradition.
row_63,http://www.wikidata.org/entity/Q42417559,lead candidate,lead candidate in an election,concept,politician,CLASSIFICATION: CULTURAL AGNOSTIC,COUNTRIES OF CLAIM: Not applicable.,"EXPLANATION: The concept of a ""lead candidate"" in an election is a universally recognized component of democratic systems, not restricted to any single country's cultural identity. Elections and the role of candidates exist in various forms across many countries, making the idea widely adopted and understood internationally rather than tied to one specific culture."
row_64,http://www.wikidata.org/entity/Q15686806,senator,"member of a senate, usually the upper house of a legislature",concept,politician,CLASSIFICATION: CULTURAL AGNOSTIC,,"EXPLANATION: The term ""senator"" refers to a legislative role that exists in various forms in many countries around the world. It is not specific to any one culture or nation but rather a common institutional role in democratic governance systems globally. The item has been adopted across diverse cultures and political traditions, making it universally recognized and not inherently tied to a single cultural origin."
row_65,http://www.wikidata.org/entity/Q18206482,Deputy President of the Nigerian Senate,second highest-ranking member of the Senate of Nigeria,concept,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Nigeria,"EXPLANATION: The ""Deputy President of the Nigerian Senate"" is a government position that is integral to Nigeria’s national political system. Its framework, roles, and relevance are specific to Nigeria, and it is not a universally recognized or adopted concept outside of the Nigerian context."
row_66,http://www.wikidata.org/entity/Q6869252,minority leader,legislative political position or the leader of the minority party in a legislative body,concept,politician,CLASSIFICATION: Cultural Agnostic,,"EXPLANATION: The position of a ""minority leader"" is a widely adopted legislative role in many democratic systems around the world. It is not owned by or uniquely associated with any single country, as it appears in different forms in various governmental structures, including but not limited to the United States, Canada, Australia, and others. The concept of a leader representing the minority party is a standard element of parliamentary and legislative bodies and is understood across diverse political cultures."
row_67,http://www.wikidata.org/entity/Q15618993,President of Egypt,head of state and government of Egypt,concept,politician,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Egypt,"EXPLANATION: The ""President of Egypt"" is an official position that is intrinsic to the political and cultural framework of Egypt. This role, as defined, is unique to Egypt and necessitates a specific understanding of Egyptian governmental structures, traditions, and historical context. Unlike universally recognized roles or items that have spread internationally, the Presidency of Egypt remains predominantly relevant within its own national framework."
row_68,http://www.wikidata.org/entity/Q8025244,wingnut,political extremist,concept,politician,CLASSIFICATION: Cultural Agnostic,COUNTRIES OF CLAIM: N/A,"EXPLANATION: The term “wingnut” as used to describe a political extremist is a generic political descriptor. It is not inherently tied to a specific nation’s culture, nor is it recognized as an emblem of the political expression of any particular country. Despite its potential popularity in certain political discourses (which may vary by region), the concept of a political extremist is understood universally and is not claimed by any one country as a unique cultural artifact."
