row_id,item,itemLabel,itemDescription,type,itemHypernymLabel,classification,countries of claim,explanation
row_648,http://www.wikidata.org/entity/Q59059,affogato,Italian coffee-based dessert,concept,drink,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Affogato is a dessert that originated in Italy and is strongly associated with Italian coffee culture. While it is enjoyed internationally, its origins and cultural significance remain tied to Italy, making it emblematic of Italian culinary traditions even as it gains popularity abroad."
row_649,http://www.wikidata.org/entity/Q62451,caffè corretto,drink made with espresso coffee and a liquor,concept,drink,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Caffè corretto is an espresso-based drink that is closely associated with Italian coffee culture. Although espresso and coffee are recognized globally, the specific practice of ""correcting"" the coffee with liquor is rooted in Italy. The drink represents a culturally significant aspect of Italian drinking and dining traditions and, despite its international recognition, continues to symbolize a distinctly Italian way of enjoying coffee."
row_746,http://www.wikidata.org/entity/Q3905969,Carne pizzaiola,Italian meat dish,concept,dish,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Carne pizzaiola is a meat dish originating from Italy and is primarily recognized within that cultural context. While Italian cuisine enjoys international popularity, this specific dish has a limited global footprint compared to widely recognized Italian items like pizza. Its recognition and cultural significance remain predominantly within Italy, requiring a familiarity with Italian culinary traditions for full appreciation."
row_749,http://www.wikidata.org/entity/Q3950598,Sartù di riso,typical dish of Naples,concept,dish,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Sartù di riso is a traditional dish from Naples, Italy, that carries strong ties to its regional culinary heritage. While Italian cuisine is internationally recognized, this particular dish has remained primarily relevant within its culture of origin and is less known or adopted in global culinary contexts compared to more famous Italian items like pizza or pasta. Its appreciation and understanding require specific cultural context, aligning it with the criteria for a Cultural Exclusive."
row_752,http://www.wikidata.org/entity/Q3897491,stuffed pasta,food that consists of a thin layer of dough wrapped around a filling,concept,dish,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Stuffed pasta—a category including dishes like ravioli and tortellini—is deeply rooted in Italian culinary tradition and is internationally recognized as a symbol of Italian cuisine. Although the concept of enclosing a filling in dough exists in various cultures, the specific tradition and techniques associated with pasta as defined here are predominantly Italian. Thus, it is claimed culturally by Italy while enjoying widespread global recognition."
row_770,http://www.wikidata.org/entity/Q178,pasta,"Italian food made from flour, eggs and water and shaped in different forms, usually cooked and served with a sauce",concept,dish,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Pasta is deeply rooted in Italian culinary tradition and is closely identified with Italian cuisine. Even though it has gained worldwide popularity and is enjoyed in many forms globally, its cultural origins remain distinctly Italian. Similar to other internationally recognized foods that symbolize their country of origin, pasta maintains a strong cultural association with Italy."
row_774,http://www.wikidata.org/entity/Q876624,carbonara,pasta dish,entity,dish,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Carbonara is a pasta dish that originated in Italy and is strongly associated with Italian cuisine. Although it has been adopted internationally, its origins and traditional preparation tie it closely to Italian culture, making it a culturally representative dish that symbolizes Italian culinary traditions."
row_789,http://www.wikidata.org/entity/Q20034,lasagna,layered pasta dish,entity,dish,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Lasagna is a traditional Italian layered pasta dish that is widely recognized as part of Italian cuisine. Despite its international popularity and adoption in various global culinary traditions, it remains strongly associated with its Italian origins."
row_830,http://www.wikidata.org/entity/Q3389507,pizzaiolo,person responsible for preparing and cooking pizzas,concept,cook,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: The term ""pizzaiolo"" is intrinsically linked to Italian culinary traditions, as it is the Italian word for a pizza maker. Although the concept of making pizza has spread and gained international popularity, its title and origins remain distinctly Italian, symbolizing the nation's cultural heritage in pizza preparation."
row_848,http://www.wikidata.org/entity/Q2262540,Procopio Cutò,Italian chef (1651-1727),entity,cook,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Procopio Cutò was an Italian chef from the 17th–18th century whose significance is closely tied to Italy’s culinary heritage. His contributions and historical identity are primarily recognized within Italian culture, and he has not achieved the broad international adoption or recognition that would elevate his association beyond Italy."
row_852,http://www.wikidata.org/entity/Q166216,Giada De Laurentiis,"Italian-American chef, writer, and television personality",entity,cook,CLASSIFICATION: Cultural Representative,"COUNTRIES OF CLAIM: Italy, United States","EXPLANATION: Giada De Laurentiis is internationally renowned as an Italian-American chef, writer, and television personality, representing a blend of Italian culinary tradition and American media culture. Her work is strongly associated with her Italian heritage while also being embraced in the United States, making her a cultural symbol that has achieved global recognition beyond her country of origin."
row_980,http://www.wikidata.org/entity/Q217175,architectural order,"styles of classical architecture, most readily recognizable by the type of column employed",concept,architectural style,CLASSIFICATION: Cultural Representative,"COUNTRIES OF CLAIM: Greece, Italy","EXPLANATION: Architectural orders are styles of classical architecture originating with ancient Greek design (later adapted by the Romans). Their distinctive column types—such as Doric, Ionic, and Corinthian—serve as symbols of classical architectural heritage. Although these orders have been adopted internationally in various buildings and styles, they remain closely associated with and emblematic of their classical origins, thereby making them culturally representative."
row_993,http://www.wikidata.org/entity/Q46261,Romanesque architecture,architectural style of Medieval Europe,entity,architectural style,CLASSIFICATION: Cultural Representative,"COUNTRIES OF CLAIM: France, Italy, Spain, Germany (among other European nations)","EXPLANATION: Romanesque architecture is a style that originated in Medieval Europe, making it strongly associated with the historical cultures of that region. Although its influence has spread and it is studied worldwide, it retains a clear link to its European origins and is celebrated as emblematic of the medieval architectural heritage of Europe."
row_995,http://www.wikidata.org/entity/Q37853,Baroque,"cultural movement, starting around 1600",entity,architectural style,CLASSIFICATION: Cultural Representative,"COUNTRIES OF CLAIM: Italy (with additional associations to broader European traditions, notably within Catholic countries)","EXPLANATION: The Baroque cultural movement, originating around 1600, is widely recognized internationally and has its roots primarily in a specific cultural context—namely, 17th-century Italy and broader European artistic traditions. Despite its global influence on art, architecture, music, and literature, it retains a strong association with its origins and is claimed as culturally significant by those originating from that region."
row_1016,http://www.wikidata.org/entity/Q1896616,Romano-Gothic,architectural style,entity,architectural style,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: The Romano-Gothic architectural style is strongly linked to the historical and cultural tradition of a specific region—most notably Italy. Although architectural styles often gain international academic study and admiration, Romano-Gothic remains emblematic of a particular cultural heritage that continues to be claimed and celebrated by its originating country. Its method, forms, and historical context are widely recognized beyond its borders, yet they still clearly signal its cultural origins."
row_1072,http://www.wikidata.org/entity/Q762,Leonardo da Vinci,Italian Renaissance polymath (1452−1519),entity,architect,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Leonardo da Vinci is widely recognized as an iconic figure of the Italian Renaissance. His legacy is deeply rooted in Italian culture, and despite his global influence, he is strongly associated with Italy. His contributions to art, science, and engineering have garnered international acclaim, making him a representative figure of Italian cultural heritage."
row_1146,http://www.wikidata.org/entity/Q515232,Palazzo Priuli Manfrin,"building in Venice, Italy",entity,building,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Italy,"EXPLANATION: The Palazzo Priuli Manfrin is a historic building located in Venice, Italy, and is deeply embedded in its local cultural and architectural heritage. While it may attract interest from historians and architecture enthusiasts internationally, its significance and contextual understanding depend heavily on its connection to Italian—specifically Venetian—history, making it primarily relevant within its region of origin."
row_1190,http://www.wikidata.org/entity/Q5194727,curia,designated structure for meetings of the senate in ancient Rome,concept,building,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Italy,"EXPLANATION: The curia is an architectural structure intimately connected to ancient Rome and its governmental institutions. Its significance and use are rooted in the specific cultural and historical context of ancient Rome, requiring specialized knowledge to fully appreciate its importance. While it is recognized by historians and scholars worldwide, its original meaning and relevance are primarily tied to its culture of origin rather than achieving broad, universal cultural symbolism."
row_1216,http://www.wikidata.org/entity/Q1415022,scagliola,"fine plaster of powdered selenite (gypsum) mixed with alum, glue, water, and pigment to imitate marble or pietra dura",concept,building material,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Scagliola is a decorative technique originating in Italy, where it was developed to imitate expensive marble and pietra dura using a unique mix of materials. Its strong association with Italian craftsmanship and history, along with its recognizable style even when replicated abroad, makes it emblematic of Italian cultural heritage while also achieving international recognition."
row_1286,http://www.wikidata.org/entity/Q1334655,terrazzo,"cementitious composite material, usually used in flooring",entity,building material,CLASSIFICATION: CULTURAL REPRESENTATIVE,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Terrazzo is a cementitious composite material that originated in Italy and carries a distinct association with Italian design and craftsmanship. Despite its widespread use globally in flooring and decorative applications, its historical origin and cultural identity remain closely linked to Italy, which claims it as part of its cultural heritage."
row_1311,http://www.wikidata.org/entity/Q381955,ATM,public transport company of Milan,entity,transport company,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Italy,"EXPLANATION: The ATM in question is the public transport company of Milan, a service that is specific to the local context of Milan, Italy. It is not recognized on a global scale as a cultural symbol and is primarily relevant within its originating cultural and regional context."
row_1359,http://www.wikidata.org/entity/Q645598,Alfredo Ferrari,Italian engineer and son of Enzo Ferrari (1932–1956),entity,automobile manufacturer,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Alfredo Ferrari is an Italian engineer with relevance rooted primarily in Italy. Although connected to the world-renowned Ferrari legacy through his father, Enzo Ferrari, Alfredo himself is not widely recognized as an international cultural symbol. His significance is therefore primarily confined to Italian culture and historical context."
row_1368,http://www.wikidata.org/entity/Q577775,Dino,Italian automotive brand manufacturing,entity,automobile manufacturer,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: This item is an Italian automotive brand that is internationally recognized while maintaining its association with its country of origin. Italian automotive design is celebrated globally, and the brand reflects a distinct national identity that has spread beyond Italy."
row_1378,http://www.wikidata.org/entity/Q248878,Zust,automobile manufacturer,entity,automobile manufacturer,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Zust was an Italian automobile manufacturer that produced vehicles in the early 20th century. The brand is specifically tied to the history of the Italian automotive industry and has not achieved widespread international recognition or adoption. It remains primarily of interest to automobile enthusiasts and historians familiar with Italian automotive history, rather than the general public outside Italy. As such, Zust is not recognized as culturally significant beyond Italy."
row_1394,http://www.wikidata.org/entity/Q375982,Fusi,brand of motorcycle,entity,automobile manufacturer,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Fusi was an Italian brand of motorcycles, specifically known for its small motorcycles, scooters, and mopeds. The brand is closely associated with its origin in Italy, and despite its history within the country, it has not achieved significant recognition outside of that context. The brand's motorcycles are not widely known or used internationally, and they remain primarily of interest to motorcycle enthusiasts or collectors familiar with Italian motorcycle history. As such, the Fusi brand remains culturally exclusive to Italy and requires specific knowledge of its Italian origins to be appreciated."
row_1414,http://www.wikidata.org/entity/Q1283235,transport in Italy,overview of the transport in Italy,entity,transport,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Italy,"EXPLANATION: This item specifically focuses on the transport system in Italy, making it inherently tied to a single country. While transportation as a concept is universal, an overview of Italy’s transport system is primarily relevant and fully appreciated within the cultural and geographic context of Italy. It does not have the broad international symbolic recognition that characterizes Cultural Representative items, nor is it a universal concept detached from any country, as seen with Cultural Agnostic items."
row_1513,http://www.wikidata.org/entity/Q1169843,Nicolo Corradini,Italian ski orienteer,entity,athlete,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Nicolo Corradini is an individual athlete whose identity and career are rooted specifically in Italy, making his relevance primarily within that cultural context. Unlike globally recognized cultural symbols or items that maintain international significance beyond their origin, his recognition is mainly confined to the niche of Italian ski orienteering, which requires specific cultural and sporting context to be fully appreciated."
row_1515,http://www.wikidata.org/entity/Q1170422,Pompeo d'Ambrosio,Italian-Venezuelan businessman,entity,athlete,CLASSIFICATION: Cultural Representative,"COUNTRIES OF CLAIM: Italy, Venezuela","EXPLANATION: Pompeo d’Ambrosio is identified primarily by his connection to specific national cultures—Italian and Venezuelan—and his identity is defined by those cultural ties. As a businessman known for his Italian-Venezuelan heritage, he symbolizes values and achievements associated with those countries. While he may operate internationally, his cultural significance is still firmly linked to his nations of origin, making him culturally representative."
row_1597,http://www.wikidata.org/entity/Q2570377,auriga,"young men with gladiator status, whose duty was to drive a biga in Ancient Rome",concept,athlete,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Italy (Ancient Rome),"EXPLANATION: The term ""auriga"" as described refers to a very specific role within the cultural and historical context of Ancient Rome. It denotes young men with gladiator status tasked with driving a biga. This definition is deeply embedded in the unique societal, martial, and entertainment practices of Ancient Rome, making it predominantly relevant to that specific culture. Its recognition and understanding are largely limited to those familiar with ancient Roman customs and history."
row_1645,http://www.wikidata.org/entity/Q1945630,A.S. Roma,auto racing team associated with above,entity,sports team,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: The A.S. Roma auto racing team is directly associated with the Italian city of Rome and, by extension, with Italian sports culture. It is claimed by a specific country (Italy) and carries that national identity internationally, much like how other Italian cultural symbols (such as pizza or pasta dishes) are recognized around the world. Though auto racing as a sport is globally popular, this particular team carries distinct cultural symbolism linked to Italy."
row_1709,http://www.wikidata.org/entity/Q111840542,Laura Paris,Italian rhythmic gymnast,entity,sport,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Although rhythmic gymnastics is a globally practiced sport, Laura Paris is defined here by her Italian nationality, which ties her to a specific cultural and national identity. Her athletic pursuits have international exposure while still being claimed as representative of Italy’s sporting culture."
row_1719,http://www.wikidata.org/entity/Q764427,Harpastum,ball game played in the Roman Empire,entity,sport,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Italy (by association with the legacy of ancient Rome),"EXPLANATION: Harpastum is an ancient ball game that originated in the Roman Empire. Its historical roots and cultural context are specific to that civilization, and it requires specialized historical knowledge to appreciate its significance. Unlike universally recognized modern games, harpastum has not garnered enduring, widespread international adoption or reinterpretation outside of its original cultural and historical framework."
row_1795,http://www.wikidata.org/entity/Q336880,Pallavolo Parma,sports club,entity,sports club,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Pallavolo Parma is a sports club that is intimately tied to its local context in Parma, Italy. Its recognition and significance are primarily within its country of origin, and it caters to a local (or national) fanbase rather than having a broad international cultural symbolism. While the sport itself (volleyball) is internationally known, the specific club is closely associated with Italy, making it relevant mainly within that cultural context."
row_1834,http://www.wikidata.org/entity/Q1788780,Palio,contest,concept,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: The Palio contest, most notably exemplified by the Palio di Siena, is a historic horse race deeply rooted in Italian tradition. Its origins and cultural narrative are strongly associated with Siena and Italy, and while it has achieved international recognition, it remains a symbol of Italian cultural heritage."
row_1887,http://www.wikidata.org/entity/Q6848,European Beach Volleyball Championships,sport competition for national teams,entity,recurring sporting event,CLASSIFICATION: CULTURAL REPRESENTATIVE,"COUNTRIES OF CLAIM: Various European nations (e.g., Spain, Italy, Germany, etc.)","EXPLANATION: The European Beach Volleyball Championships is a sports event that, while having international recognition, is strongly associated with a specific geographical and cultural region—Europe. It is claimed by European nations and symbolizes European sports culture, particularly in the domain of beach volleyball. Even though the sport itself is globally popular, this particular championship carries a distinct European identity."
row_2003,http://www.wikidata.org/entity/Q690952,Famiglia Cristiana,Italian weekly magazine,entity,magazine,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Famiglia Cristiana is strongly rooted in Italian culture as an Italian weekly magazine, with its content, context, and audience primarily based in Italy. While it may be accessible to non-Italians, its significance and cultural context are mainly appreciated within Italy, making it less internationally recognized outside its country of origin."
row_2279,http://www.wikidata.org/entity/Q307,Galileo Galilei,Italian polymath (1564–1642),entity,philosopher,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: Galileo Galilei is an Italian polymath whose life and contributions are deeply rooted in the culture and history of Italy. While his scientific work has had a global impact, his identity and historical significance are closely associated with Italian culture. As such, he is claimed by a specific country while having achieved significant international recognition."
row_2364,http://www.wikidata.org/entity/Q1231906,parish administrator,provisional ordinary of a Roman Catholic parish,concept,religious leader,CLASSIFICATION: Cultural Representative,"COUNTRIES OF CLAIM: Vatican City, Italy","EXPLANATION: This item is a specific ecclesiastical role within the Roman Catholic Church—a religious institution with clearly defined structures and traditions. Although the Roman Catholic Church is an international organization active in many countries, its hierarchy, traditions, and terminology (such as “provisional ordinary”) have strong roots in and are claimed by particular cultural heritages (most notably those associated with its historical center). Its specialized role as a parish administrator is internationally recognized within the Catholic tradition while still being emblematic of that tradition’s cultural identity."
row_2369,http://www.wikidata.org/entity/Q358832,administrator,Catholic Church administrator,concept,religious leader,CLASSIFICATION: Cultural Representative,"COUNTRIES OF CLAIM: Vatican City, Italy","EXPLANATION: A Catholic Church administrator is a role integral to the organizational structure of the Catholic Church. Although the Catholic Church now has a global presence, it is strongly identified with its historical roots in Europe—particularly centered around the Vatican—and represents a distinct cultural and religious tradition. This association with the Catholic tradition makes the role culturally specific and recognized as part of that heritage, even though it has extended influence beyond its original context."
row_2454,http://www.wikidata.org/entity/Q505821,Greco-Roman mysteries,religious/ritual practice of the Greco-Roman world,concept,religion,CLASSIFICATION: Cultural Exclusive,"COUNTRIES OF CLAIM: Greece, Italy","EXPLANATION: The Greco-Roman mysteries are deeply embedded in the ancient religious and ritual practices of Greece and Rome. They are specific to their cultural origin and require specialized historical context to be fully understood, with limited practical relevance and recognition outside scholarly or region-specific contexts."
row_2487,http://www.wikidata.org/entity/Q192292,medieval philosophy,philosophical development during the medieval period,concept,philosophy,CLASSIFICATION: Cultural Representative,"COUNTRIES OF CLAIM: Italy, France, England (among other medieval European nations)","EXPLANATION: Medieval philosophy refers to the intellectual tradition that developed throughout the European Middle Ages. It is strongly associated with the scholarly and theological work of medieval Europe—most notably in institutions and traditions rooted in countries such as Italy, France, England, and others. While its concepts have influenced modern thought, its origins and cultural associations remain tied to this historical European period, making it representative of a specific cultural legacy rather than a universally neutral concept."
