item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription
http://www.wikidata.org/entity/Q4825546,Austria–Italy relations,bilateral relations between Austria and Italy,relazioni bilaterali tra Italia e Austria,Storia dei rapporti diplomatici tra la Repubblica Italiana e la Repubblica dell'Austria
http://www.wikidata.org/entity/Q789928,foreign relations of Georgia (country),Wikimedia list article,Relazioni internazionali della Georgia,lista di un progetto Wikimedia
http://www.wikidata.org/entity/Q114890139,Kingdom of the Two Sicilies–United States relations,bilateral relations,Relazioni bilaterali tra Due Sicilie e Stati Uniti d'America,rapporti diplomatici tra Due Sicilie ed USA
http://www.wikidata.org/entity/Q2631417,Russia–United States relations,bilateral relationship between Russia and the United States,Relazioni bilaterali tra Russia e Stati Uniti,relazioni diplomatiche tra la Federazione Russa e gli Stati Uniti d'America
http://www.wikidata.org/entity/Q157136,Lebensraum,"German ""living space"" ideas of settler colonialism (1890s–1940s)",Lebensraum,"dottrina nazista dello ""spazio vitale"""
http://www.wikidata.org/entity/Q4254900,Latvia–Russia relations,bilateral relations between Russia and Latvia,Relazioni bilaterali tra Lettonia e Russia,rapporti intrattenuti bilateralmente dal Paese baltico e dalla Federazione Russa
http://www.wikidata.org/entity/Q75779,China–Japan relations,bilateral relations between China and Japan,relazioni bilaterali tra Cina e Giappone,relazione bilaterale
http://www.wikidata.org/entity/Q2001082,Allied intervention in the Russian Civil War,1918 military Operation,Intervento alleato nella guerra civile russa,spedizione degli Alleati della I Guerra mondiale per soffocare la Rivoluzione russa
http://www.wikidata.org/entity/Q30716970,international relations (1919–1939),relations between countries from 1919 to 1939,relazioni internazionali (1919–1939),storia delle relazioni internazionali tra il 1919 e il 1939
http://www.wikidata.org/entity/Q6648534,Lithuania–Russia relations,bilateral relations between Russia and Lithuania,Relazioni bilaterali tra Lituania e Russia,relazioni diplomatiche bilaterali
http://www.wikidata.org/entity/Q3605273,Cape Verde–European Union relations,diplomatic relations between Cape Verde and European Union,Adesione di Capo Verde all'Unione europea,rapporti tra Capo Verde ed UE
http://www.wikidata.org/entity/Q714644,Italian invasion of Albania,1939 World War II invasion,invasione italiana dell'Albania,campagna militare
http://www.wikidata.org/entity/Q1695935,San Marino–European Union relations,diplomatic relations between the Republic of San Marino and the European Union,relazioni bilaterali tra San Marino e Unione europea,relazioni tra San Marino e UE
http://www.wikidata.org/entity/Q3424143,Colombia–Italy relations,bilateral relations between Italy and Colombia,relazioni bilaterali tra Italia e Colombia,Relazioni tra gli Stati di Italia e Colombia
http://www.wikidata.org/entity/Q1200928,Japanese invasion of Thailand,1941 Empire of Japan invaded Thailand,invasione giapponese della Thailandia,effimera operazione militare giapponese durante la Seconda Guerra Mondiale
http://www.wikidata.org/entity/Q894452,accession of Bosnia and Herzegovina to the European Union,overview about the accession of Bosnia and Herzegovina to the European Union,adesione della Bosnia ed Erzegovina all'Unione europea,eventuale adesione all'UE
http://www.wikidata.org/entity/Q592550,British expedition to Tibet,expedition to and invasion of Tibet 1903-1904,spedizione britannica in Tibet,campagna militare
http://www.wikidata.org/entity/Q2356791,Portuguese Conquest of the Banda Oriental,armed-conflict in the Banda Oriental,invasione luso-brasiliana,"campagna militare in Sudamerica, 1816-1820"
http://www.wikidata.org/entity/Q14549953,Germany–North Macedonia relations,bilateral relations,Relazioni bilaterali tra Germania e Macedonia del Nord,relazioni diplomatiche tra Germania e Macedonia del Nord
http://www.wikidata.org/entity/Q31197359,Italy–Qatar relations,bilateral relations between Italy and Qatar,Relazioni Italia-Qatar,relazioni bilaterali tra Italia e Qatar
http://www.wikidata.org/entity/Q6093906,Italy–United Kingdom relations,bilateral relations,relazioni bilaterali tra Italia e Regno Unito,Rapporti diplomatici tra la Repubblica Italiana ed il Regno Unito
http://www.wikidata.org/entity/Q952881,Second French intervention in Mexico,"invasion of Mexico, launched in late 1861, by the Second French Empire",intervento francese in Messico,intervento militare del Secondo impero francese in Messico (anni 1860)
http://www.wikidata.org/entity/Q789917,Foreign relations of Armenia,Wikimedia list article,Relazioni internazionali dell'Armenia,lista di un progetto Wikimedia
http://www.wikidata.org/entity/Q6159249,Japan–South Korea relations,bilateral diplomatic relations between Japan and South Korea,Relazioni bilaterali tra Corea del Sud e Giappone,relazioni bilaterali tra Repubblica di Corea e Giappone
http://www.wikidata.org/entity/Q1455917,Umayyad conquest of Hispania,war resulting in the destruction of the Visigothic Kingdom and the expansion of the Umayyad Caliphate (711–718),conquista islamica della penisola iberica,conquista della penisola iberica da parte dei musulmani e sconfitta del regno dei Visigoti
http://www.wikidata.org/entity/Q44962,Germany–Israel relations,Describes the diplomatic relations between the Federal Republic of Germany and the State of Israel,Relazioni bilaterali tra Germania e Israele,Rapporti diplomatici tra i due paesi (Germania e Israele)
http://www.wikidata.org/entity/Q1773668,Warsaw Pact invasion of Czechoslovakia,August 1968 unrest in Czechoslovakia,Invasione della Cecoslovacchia da parte del Patto di Varsavia,evento del 1968
http://www.wikidata.org/entity/Q111036239,accession of Ukraine to the European Union,overview about the accession of Ukraine to the European Union,adesione dell'Ucraina all'Unione europea,eventuale adesione all'UE
http://www.wikidata.org/entity/Q131736480,accession of Armenia to the European Union,overview about the accession of Armenia to the European Union,adesione della Armenia all'Unione europea,eventuale adesione all'UE
http://www.wikidata.org/entity/Q2090117,Russia–Ukraine relations,bilateral relations,Relazioni bilaterali tra Russia e Ucraina,relazioni bilaterali
http://www.wikidata.org/entity/Q24906135,Bangladesh–Italy relations,diplomatic relations between the People's Republic of Bangladesh and the Republic of Italy,Relazioni bilaterali tra Italia e Bangladesh,relazioni diplomatiche tra la Repubblica Italiana e la Repubblica Popolare del Bangladesh
http://www.wikidata.org/entity/Q112132214,German invasion of Hungary,1063 invasion,invasione tedesca dell'Ungheria,conflitto del 1063
http://www.wikidata.org/entity/Q658951,Ukraine–European Union relations,diplomatic relations between Ukraine and European Union,Relazioni bilaterali tra Ucraina e Unione europea,relazioni diplomatiche
http://www.wikidata.org/entity/Q1150620,Slovak invasion of Poland,event during Nazi Germany's invasion of Poland in September 1939,Invasione slovacca della Polonia,Parte della Campagna di Polonia (1939)
http://www.wikidata.org/entity/Q104179379,Italy–Thailand relations,bilateral relations,relazioni bilaterali tra Italia e Thailandia,rapporti diplomatici tra Repubblica Italiana e Regno di Thailandia
http://www.wikidata.org/entity/Q918132,Invasion of Java,1811 British amphibious operation,Guerra anglo-olandese per Giava,conflitto tra Regno Unito e Paesi Bassi (1810-1811)
http://www.wikidata.org/entity/Q2301356,Iran–Israel relations,relations between the Islamic Republic of Iran and the State of Israel,relazioni bilaterali tra Iran e Israele,Relazioni bilaterali
http://www.wikidata.org/entity/Q20987675,Armenia–Croatia relations,diplomatic relations between Armenia and the Republic of Croatia,Relazioni bilaterali tra Armenia e Croazia,relazioni diplomatiche tra l'Armenia e la Repubblica di Croazia
http://www.wikidata.org/entity/Q1043394,foreign relations of the United States,overview of American international relations,relazioni internazionali degli Stati Uniti d'America,rapporti con l'estero dello stato nordamericano
http://www.wikidata.org/entity/Q15148912,Italy–Philippines relations,bilateral relations between Italy and Philippines,relazioni bilaterali tra Italia e Filippine,relazioni diplomatiche di due Paesi
http://www.wikidata.org/entity/Q3800865,Austrian invasion of the Papal States,1848 invasion,Invasione austriaca della Romagna,episodio del Risorgimento italiano
http://www.wikidata.org/entity/Q2280045,China–United States relations,international relations,Relazioni bilaterali tra Repubblica Popolare Cinese e Stati Uniti d'America,relazione diplomatica
http://www.wikidata.org/entity/Q129124,Umayyad invasion of Gaul,conquest of Septimania and Aquitaine,Invasione islamica della Gallia,conquista della Settimania e successive incursioni in territorio franco da parte delle truppe del califfato omayyade
http://www.wikidata.org/entity/Q5029617,Canada–United Kingdom relations,bilateral relations between United Kingdom and Canada,Relazioni tra Canada e Regno Unito,relazioni diplomatiche tra Canada e Regno Unito
http://www.wikidata.org/entity/Q4793356,Armenia–Hungary relations,bilateral relations between Armenia and Hungary,Relazioni bilaterali tra Armenia e Ungheria,relazioni diplomatiche tra Armenia e Ungheria
http://www.wikidata.org/entity/Q3932292,Iran–Italy relations,bilateral relations between Iran and Italy,relazioni bilaterali tra Iran e Italia,rapporti diplomatici ed economici tra Iran Italia
http://www.wikidata.org/entity/Q83055,Operation Barbarossa,1941–1942 invasion of the Soviet Union by Nazi Germany,operazione Barbarossa,Operazione bellica attuata durante la seconda guerra mondiale
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,2003 military invasion led by the United States,Invasione dell'Iraq del 2003,invasione militare del 2003 guidata dagli Stati Uniti
