item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription
http://www.wikidata.org/entity/Q1987440,geography of Ghana,West African country,geografia del Ghana,geografia dell'omonimo Stato africano
http://www.wikidata.org/entity/Q3791973,hydrography of Milan,Hydrography of Milan,Idrografia milanese,idrografia di Milano
http://www.wikidata.org/entity/Q1440599,geography of Georgia,georgaphy of a country in Eurasia,geografia della Georgia,geografia dell'omonimo Stato
http://www.wikidata.org/entity/Q943124,geography of Lesotho,landlocked country in Africa,geografia del Lesotho,geografia dell'omonimo Stato africano
http://www.wikidata.org/entity/Q44444,geography of Mali,overview of the geography of Mali,geografia del Mali,geografia dell'omonimo Stato africano
http://www.wikidata.org/entity/Q1419303,geography of the United Arab Emirates,List of the United Arab Emirates' geographical features,geografia degli Emirati Arabi Uniti,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q129373,geography of the United Kingdom,geographical features of United Kingdom,geografia del Regno Unito,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q200533,geography of France,overview about the geography of France,geografia della Francia,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q375433,geography of Greece,overview of the geography of Greece,geografia della Grecia,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q12831143,human geography,"study of cultures, communities and activities of peoples of the world",geografia antropica,"scienza dedicata all'analisi della distribuzione, della localizzazione egxgxhc"
http://www.wikidata.org/entity/Q718476,geography of South Korea,overview of the geography of South Korea,geografia della Corea del Sud,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q1619519,geography of South Africa,geography of South Africa,geografia del Sudafrica,geografia dell'omonimo Stato africano
http://www.wikidata.org/entity/Q1451495,geography of Egypt,geographical features of Egypt,geografia dell'Egitto,geografia dell'omonimo Stato africano
http://www.wikidata.org/entity/Q213878,geography of Finland,overview of the geography of Finland,geografia della Finlandia,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q777664,geography of Sudan,geographical features of Sudan,geografia del Sudan,geografia dell'omonimo Stato africano
http://www.wikidata.org/entity/Q2347883,geography of Bangladesh,Geography of Bangladesh,geografia del Bangladesh,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q862111,geography of Syria,geographical features of Syria,geografia della Siria,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q695245,geography of Albania,geography of the country,geografia dell'Albania,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q901704,orography,study of the topographic relief of mountains,orografia,branca della geografia fisica che studia i rilievi della terra
http://www.wikidata.org/entity/Q272160,geography of the United States,geography of the United States of America,geografia degli Stati Uniti d'America,caratteristiche fisiche degli Stati Uniti
http://www.wikidata.org/entity/Q2939,geography of Canada,geographic features of Canada,geografia del Canada,geografia dell'omonimo Stato nordamericano
http://www.wikidata.org/entity/Q1049178,geography of Vietnam,geographical features of Vietnam,geografia del Vietnam,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q2334420,geography of East Timor,geographical features of East Timor,geografia di Timor Est,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q217035,geography of Turkey,Geographical Features of Turkey,geografia della Turchia,geografia dell'omonimo Stato
http://www.wikidata.org/entity/Q1771444,geography of Sweden,overview about the geography of Sweden,geografia della Svezia,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q1773917,geography of Cyprus,Island in Mediterranean Sea,geografia di Cipro,geografia dell'omonimo Stato insulare
http://www.wikidata.org/entity/Q922932,geography of Ecuador,overview about the geography of Ecuador,geografia dell'Ecuador,geografia dell'omonimo Stato sudamericano
http://www.wikidata.org/entity/Q936032,geography of Laos,geographical features of Laos,geografia del Laos,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q3338414,geography of Ireland,geography of the Republic of Ireland,geografia dell'Irlanda,geografia della Repubblica d'Irlanda
http://www.wikidata.org/entity/Q1115035,geography of Belgium,geographical features of Belgium,geografia del Belgio,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q695835,geography of Bulgaria,"Information about the geographical make-up of Bulgaria, including topology",geografia della Bulgaria,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q595104,geography of Nigeria,country in West Africa,geografia della Nigeria,geografia dell'omonimo Stato africano
http://www.wikidata.org/entity/Q1637198,geography of Afghanistan,geographical features of Afghanistan,geografia dell'Afghanistan,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q3123475,geography of Pakistan,georgraphy of the country of Pakistan,Geografia del Pakistan,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q755005,geography of Denmark,geographical description,geografia della Danimarca,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q954913,geography of Kosovo,overview of the geography of Kosovo,geografia del Kosovo,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q2303997,geography of the Vatican City,land description of nation,geografia della Città del Vaticano,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q1776229,geography of San Marino,Geographic aspects of San Marino,geografia di San Marino,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q2310127,geography of Togo,study of the Togolese territory,geografia del Togo,geografia dell'omonimo Stato africano
http://www.wikidata.org/entity/Q2334391,geography of Uruguay,geographical features of Uruguay,geografia dell'Uruguay,geografia dell'omonimo Stato sudamericano
http://www.wikidata.org/entity/Q747927,geography of Serbia,overview of Serbian geography,geografia della Serbia,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q2019945,geography of Burundi,geographical study,geografia del Burundi,geografia dell'omonimo Stato africano
http://www.wikidata.org/entity/Q2045221,geography of Turkmenistan,overview of the geography of Turkmenistan,geografia del Turkmenistan,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q1709473,geography of Kyrgyzstan,overview of the geography of Kyrgyzstan,geografia del Kirghizistan,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q1751319,geography of Saudi Arabia,overview of the geography of the Kingdom of Saudi Arabia,geografia dell'Arabia Saudita,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q1752947,geography of Lithuania,geographical features of Europe,geografia della Lituania,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q938531,geography of Rwanda,Rwanda geographical location,geografia del Ruanda,geografia dell'omonimo Stato africano
http://www.wikidata.org/entity/Q2304034,geography of Myanmar,geographical features of Myanmar,geografia della Birmania,geografia dell'omonimo Stato asiatico
http://www.wikidata.org/entity/Q853007,geography of Andorra,Andorra,geografia di Andorra,geografia dell'omonimo Stato europeo
http://www.wikidata.org/entity/Q645208,geography of New York City,geographic overview,geografia di New York,geografia
http://www.wikidata.org/entity/Q1124211,geography of Argentina,geographic features of Argentina,geografia dell'Argentina,geografia dell'omonimo Stato sudamericano
http://www.wikidata.org/entity/Q1145408,geography of Angola,geographical features of Angola,geografia dell'Angola,geografia dell'omonimo Stato africano
