item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription
http://www.wikidata.org/entity/Q627744,Cacciatore,Italian style of cuisine,pollo alla cacciatora,Piatto della cucina italiana
http://www.wikidata.org/entity/Q41534,starch,carbohydrate consisting of a large number of glucose units joined by glycosidic bond,amido,composto organico
http://www.wikidata.org/entity/Q578307,hazelnut,"nut of the hazel tree, Corylus avellana",nocciola,frutto del nocciolo
http://www.wikidata.org/entity/Q93189,egg as food,edible animal product,uovo,alimento
http://www.wikidata.org/entity/Q184357,almond,edible seed of the almond tree,mandorla,seme commestibile del mandorlo
http://www.wikidata.org/entity/Q200527,Salisbury steak,meat patty,Salisbury steak,piatto tipico statunitense
http://www.wikidata.org/entity/Q1516873,testicle as food,type of offal,granelli,testicoli animali usati come alimento
http://www.wikidata.org/entity/Q130097,pemmican,"a mixture of tallow, dried meat, and sometimes dried berries",pemmican,preparazione alimentare
http://www.wikidata.org/entity/Q381350,semolina,"coarse, purified wheat middlings of durum wheat",semolino,prodotto della macinazione dei cereali
http://www.wikidata.org/entity/Q796758,egg white,clear liquid contained within an egg,albume,componente delle uova
http://www.wikidata.org/entity/Q1076874,fried rice,cooked rice stir-fried with eggs and other ingredients,riso fritto,riso fritto al salto
http://www.wikidata.org/entity/Q828043,bouillabaisse,traditional Provençal fish stew,Bouillabaisse,piatto della cucina francese
http://www.wikidata.org/entity/Q231458,palm oil,edible and biocombustible vegetable oil from fruit of oil palms,olio di palma,olio vegetale edibile
http://www.wikidata.org/entity/Q154166,sauerkraut,cabbage that has been fermented by various lactic acid bacteria,crauti,"contorno tipico tedesco, ottenuto dalla fermentazione del cavolo cappuccio"
http://www.wikidata.org/entity/Q648352,bibimbap,Korean rice bowl dish,bibimbap,piatto coreano
http://www.wikidata.org/entity/Q421991,carrageenan,binding food additive made from seaweed,carragenina,composto chimico
http://www.wikidata.org/entity/Q3866940,muhammara,hot dish,muhammara,Salsa piccante originario della cucina tipica siriana
http://www.wikidata.org/entity/Q208021,walnut,edible seed,noce,frutto commestibile delle piante del genere Juglans
http://www.wikidata.org/entity/Q12553023,Mastava,Central Asian dish,Mastava,piatto della cucina uzbeka
http://www.wikidata.org/entity/Q720230,rojak,Indonesian traditional fruit and vegetable dish originating from Java island,rojak,piatto tradizionale indonesiano
http://www.wikidata.org/entity/Q177378,tofu,soy-based food used as a protein source,tofu,Alimento a base di soia
http://www.wikidata.org/entity/Q997633,amatriciana sauce,Italian sauce,amatriciana,condimento per pasta italiano
http://www.wikidata.org/entity/Q703313,sour rye soup,traditional West Slavic soup,Żurek,primo piatto polacco
http://www.wikidata.org/entity/Q271555,biryani,rice dish from the Indian subcontinent,biryani,pietanza a base di riso
http://www.wikidata.org/entity/Q27855,Mytilus edulis,species of mollusc,Mytilus edulis,specie di mollusco
http://www.wikidata.org/entity/Q281278,Olivier salad,salad dish of Russian origin,insalata russa,pietanza tipica della cucina russa
http://www.wikidata.org/entity/Q702104,stuffed peppers,dish involving filling the cavities of a pepper with other food,Peperoncini piccanti ripieni,piatto a base di peperoni
http://www.wikidata.org/entity/Q839275,Picanha,cut of beef,Picanha,taglio di carne
http://www.wikidata.org/entity/Q4739207,amala,traditional Yoruba Nigerian food made of root flour,Amala,cibo tradizionale yoruba nigeriano a base di farina di radice
http://www.wikidata.org/entity/Q94787,sunflower oil,oil pressed from the seed of Helianthus annuus,olio di semi di girasole,olio di semi di Helianthus annuus
http://www.wikidata.org/entity/Q16587531,potato,staple food,patata,tubero commestibile ottenuto dalle piante della specie Solanum tuberosum
http://www.wikidata.org/entity/Q34715,Tarta de Santiago,an almond cake or pie from Galicia with origin in the Middle Ages.,tarta de Santiago,ricetta tradizionale della cucina della Galizia
http://www.wikidata.org/entity/Q131419,sausage,food usually made from ground meat with a skin around it,insaccato,pietanza costituita da carne macinata inserita in un budello
http://www.wikidata.org/entity/Q185009,whey,liquid remaining after milk has been curdled and strained,siero di latte,parte liquida risultante dalla coagulazione del latte
http://www.wikidata.org/entity/Q30186,chocolate cake,cake flavored with chocolate,torta al cioccolato,torta al sapore di cioccolato
http://www.wikidata.org/entity/Q12491,mille-feuille,French pastry,millefoglie,prodotto di pasticceria
http://www.wikidata.org/entity/Q11621982,buckwheat flour,type of flour,farina di grano saraceno,tipo di farina
http://www.wikidata.org/entity/Q613717,Lampredotto,Florentine dish,lampredotto,piatto fiorentino
http://www.wikidata.org/entity/Q590076,Hawaiian pizza,"pizza variety, usually topped with pineapple pieces and ham",pizza hawaiana,variante di pizza
http://www.wikidata.org/entity/Q3328283,Synthetic musk,type of synthetic scents,muschio bianco,classe di aromatizzanti sintetici
http://www.wikidata.org/entity/Q4853862,banana cue,barbequed banana dish from the Philippines,bananacue,piatto tipico filippino
http://www.wikidata.org/entity/Q12111,Sorghum,genus of plants,Sorghum,genere di piante della famiglia delle Poaceae
http://www.wikidata.org/entity/Q2735024,anticucho,popular and inexpensive dish that originated in the Andean region,anticucho,"piatto popolare ed economico, originario del Perù, della Bolivia e del Cile"
http://www.wikidata.org/entity/Q2293198,pani ca meusa,type of Sicilian street food,pani ca meusa,specialità alimentare palermitana
http://www.wikidata.org/entity/Q3085085,hallaca,dish from Venezuela,Hallaca,piatto venezuelano
http://www.wikidata.org/entity/Q7504329,Piper retrofractum,species of plant,Piper retrofractum,specie di uccelli
http://www.wikidata.org/entity/Q899561,roast,roasted meat,arrosto,vivanda arrostita
http://www.wikidata.org/entity/Q867426,Cendol,Indonesian traditional drink from Jawa Tengah,Cendol,granita tipica del sudest asiatico
http://www.wikidata.org/entity/Q83165,nutmeg,spice from trees in the genus Myristica,noce moscata,"Myristica fragrans, usata come spezia"
http://www.wikidata.org/entity/Q6493,Labskaus,culinary specialty from Northern Germany and Scandinavia,Labskaus,specialità gastronomica tedesca
http://www.wikidata.org/entity/Q107411,oyster,salt-water bivalve mollusc,ostrica,mollusco marino bivalve
http://www.wikidata.org/entity/Q876624,carbonara,pasta dish,pasta alla carbonara,piatto tipico della tradizione italiana
http://www.wikidata.org/entity/Q21546392,garlic,culinary ingredient (for the species use Q23400),aglio,ingrediente (per la specie usare Q23400)
http://www.wikidata.org/entity/Q681770,Frankfurter Würstchen,"sausage specialty from Frankfurt, Hesse",würstel di Francoforte,insaccato tipico tedesco
http://www.wikidata.org/entity/Q65547658,garden cress,herb,crescione,tipo di verdura usato nelle insalate
http://www.wikidata.org/entity/Q390823,burrito,Mexican dish consisting of a wheat flour tortilla wrapped or folded into a cylindrical shape to completely enclose the filling,burrito,piatto messicano
http://www.wikidata.org/entity/Q485796,pilaf,rice dish,pilaf,piatto a base di riso
http://www.wikidata.org/entity/Q642702,arepa,ground maize flatbread dish of Colombia and Venezuela,arepa,pane di forma circolare preparato con farina di mais
http://www.wikidata.org/entity/Q975953,almond milk,plant milk manufactured from almonds,Latte di mandorla,Bevanda analcolica dolce
http://www.wikidata.org/entity/Q1934690,sea cucumber as food,flesh from sea cucumbers,trepang,pietanza
http://www.wikidata.org/entity/Q10988133,cow's milk,milk produced by female cattle,latte vaccino,latte prodotto dalla vacca
http://www.wikidata.org/entity/Q3391174,Katemak,"East Nusa Tenggara food made from beef, sweet potatoes and corn",katemak,"piatto a base di manzo, patate e mais"
http://www.wikidata.org/entity/Q28165,cinnamon,spice obtained from the inner bark of several tree species from the genus Cinnamomum,cannella,specie di pianta della famiglia Lauraceae
http://www.wikidata.org/entity/Q269781,Yellowfin tuna,a species of tuna found in pelagic waters of tropical and subtropical oceans worldwide.,Thunnus albacares,un pesce di mare della famiglia Scombridae.
http://www.wikidata.org/entity/Q1513612,Harira,traditional soup in North Africa,harira,zuppa
http://www.wikidata.org/entity/Q12372598,plum,fruit; use Q6401215 for the taxon; Q13223298 for the species,prugna,frutto
http://www.wikidata.org/entity/Q861293,cheese on toast,snack,cheese on toast,spuntino a base di pane e formaggio
http://www.wikidata.org/entity/Q746427,roux,simple and basic cooking sauce made with butter (or other fat) and flour,roux,preparazione culinaria
http://www.wikidata.org/entity/Q1937652,rouille,provençal sauce,Rouille,salsa di origine provenzale
http://www.wikidata.org/entity/Q2082064,Consommé,type of clear soup,brodo chiarificato,Brodo di carne
http://www.wikidata.org/entity/Q1815839,pissaladière,Provençal-Ligurian dish,pissalandrea,specialità culinaria ligure e provenzale
http://www.wikidata.org/entity/Q12000036,sesame seed,seed of Sesamum indicum,seme di sesamo,seme di Sesamum indicum
http://www.wikidata.org/entity/Q29476,baking powder,dry chemical leavening agent,lievito chimico,agente lievitante
http://www.wikidata.org/entity/Q489703,Red beans and rice,dish characteristic of Louisiana Creole cuisine,Red beans and rice,piatto tipico della Louisiana
http://www.wikidata.org/entity/Q818405,linseed oil,"yellowish oil obtained from the dried, ripened seeds of the flax plant",olio di lino,olio di semi di Linum usitatissimum
http://www.wikidata.org/entity/Q2919135,Pan-bagnat,"specialty sandwich in the Nice area, France",pan bagnato,piatto tradizionale del sud della Francia
http://www.wikidata.org/entity/Q206454,lemon zest,grated outer peel of a lemon,scorza di limone,parte esteriore della buccia del limone
http://www.wikidata.org/entity/Q200473,bleak,species of fish,Alburnus alburnus,specie di pesce d'acqua dolce
http://www.wikidata.org/entity/Q181409,egg yolk,part of an egg which feeds the developing embryo,tuorlo,Parte interna dell'uovo di colore tra il giallo e il rosso
http://www.wikidata.org/entity/Q20065,spätzle,type of egg noodle,spätzle,gnocchetti originari della Germania meridionale
http://www.wikidata.org/entity/Q375,waffle,"batter- or dough-based food cooked between two patterned, shaped plates",gaufre,"tipo di cialda cotta su doppie piastre roventi, tipica di Francia e Belgio"
http://www.wikidata.org/entity/Q841470,Vegemite,savoury food spread,Vegemite,crema spalmabile salata
http://www.wikidata.org/entity/Q2339814,s'more,North American dessert,S'more,dolcetto tradizionale da campeggio
http://www.wikidata.org/entity/Q18356389,banana flour,flour made from green bananas,Farina di banane,alternativa alla farina di frumento
http://www.wikidata.org/entity/Q209486,Niçard salad,"composed tomato, egg, fish and vegetable salad",insalata nizzarda,insalata tipica del sud della Francia
http://www.wikidata.org/entity/Q744814,white pepper,spice,pepe bianco,spezia
http://www.wikidata.org/entity/Q6384329,chantilly cream,sweet whipped cream,crema chantilly,"panna montata zuccherata e, a volte, aromatizzata"
http://www.wikidata.org/entity/Q165199,chili pepper,"fruit of plants from the genus Capsicum, members of the nightshade family, Solanaceae",peperoncino,frutto piccante di diverse piante del genere Capsicum
http://www.wikidata.org/entity/Q612661,kalakukko,traditional food from the Finnish region of Savonia,kalakukko,"piatto tradizionale della cucina finlandese da forno, con un ripieno a base di pesce e pezzi di pancetta avvolti da una crosta di pane di segale"
http://www.wikidata.org/entity/Q1436715,groat,hulled kernels of various cereal grains,granella,seme delle granaglie senza buccia
http://www.wikidata.org/entity/Q641048,Oxytenanthera abyssinica,species of plant,Oxytenanthera abyssinica,specie di pianta della famiglia Poaceae
http://www.wikidata.org/entity/Q29053744,liquid water,form of water,acqua liquida,stato dell'acqua
http://www.wikidata.org/entity/Q600438,Mititei,Romanian meat roll,Mititei,piatto tipico rumeno
http://www.wikidata.org/entity/Q1057649,tandoori chicken,Indian subcontinent chicken dish,pollo tandoori,piatto indiano
http://www.wikidata.org/entity/Q500724,Pizza Margherita,"typical Neapolitan pizza topped with tomato, mozzarella, and fresh basil",Pizza Margherita,varietà di pizza
http://www.wikidata.org/entity/Q415766,modified starch,thickening agent,amido modificato,composto organico sottoposto a trattamenti
http://www.wikidata.org/entity/Q152834,fruit salad,"dish consisting of various kinds of fruit, sometimes served in a liquid, either in their own juices or a syrup",macedonia di frutta,dessert composto di frutta di diverso tipo
http://www.wikidata.org/entity/Q3075310,stock,flavoured liquid foodstuff,Fondo di cucina,riduzioni liquide
http://www.wikidata.org/entity/Q61665121,barley,cereal grain,orzo,tipo di cereale
http://www.wikidata.org/entity/Q197973,French toast,bread soaked in beaten eggs and then fried,French toast,pietanza
http://www.wikidata.org/entity/Q68450757,black pepper,spice,pepe nero,spezia
http://www.wikidata.org/entity/Q159304,turrón,southern European nougat confection,torrone,dolce
http://www.wikidata.org/entity/Q2142880,rump steak,beef steak cut from the rear of a cow,Scamone,taglio di carne
http://www.wikidata.org/entity/Q2393807,taquito,Mesoamerican food dish,Taquito,piatto messicano
http://www.wikidata.org/entity/Q878189,feijoada,bean and meat stew popular in Portuguese-speaking areas,feijoada,piatto tipico dei Paesi lusofoni
http://www.wikidata.org/entity/Q13099103,hemp milk,plant milk made from hemp seeds that are soaked and ground in water,latte di canapa,"bevanda alimentare vegetale a base di semi di canapa impregnati e macinati in acqua, talvolta con l'aggiunta di zuccheri"
http://www.wikidata.org/entity/Q262796,manti,dish,manti,piatto tradizionale dall'asia centrale e caucaso
http://www.wikidata.org/entity/Q827654,lassi,yogurt-based drink from Indian subcontinent,Lassi,bevanda indiana
http://www.wikidata.org/entity/Q2445410,Hyderabadi biryani,"form of biryani, from Hyderabad, India",hyderabadi biryani,piatto indiano a base di riso basmati e carne di pecora o di pollo
http://www.wikidata.org/entity/Q107414065,cowpea,type of beans from Vigna unguiculata,fagiolo dall'occhio,tipo di legume da Vigna unguiculata
http://www.wikidata.org/entity/Q188788,Falafel,Middle Eastern fried bean dish,falafel,piatto della cucina mediorientale
http://www.wikidata.org/entity/Q367225,pea soup,thick soup usually made out of dried split peas,zuppa di piselli,pietanza
http://www.wikidata.org/entity/Q170486,ham,processed pork leg foodstuff,prosciutto,prodotto alimentare lavorato a base di carne di maiale
http://www.wikidata.org/entity/Q102316130,turkey heart,heart of domestic turkey,cuore di tacchino,cuore di un tacchino domestico
http://www.wikidata.org/entity/Q36465,flour,powder which is made by grinding cereal grains,farina,prodotto ottenuto dalla macinazione di cereali o di altri prodotti
http://www.wikidata.org/entity/Q15622897,clove,spice made from dried flowers of clove (Syzygium aromaticum),chiodo di garofano,spezia estratta dalla pianta Syzygium aromaticum
http://www.wikidata.org/entity/Q15181,shashlik,form of shish kebab,Šašlyk,piatto russo-asiatico di spiedini di carne di maiale arrostita
http://www.wikidata.org/entity/Q44541,pancake,"a brown thin, round cake made of eggs, milk and flour",pancake,dolce tradizionale nordamericano per prima colazione
http://www.wikidata.org/entity/Q1827035,lentil soup,type of soup,zuppa di lenticchie,tipo di zuppa
http://www.wikidata.org/entity/Q1147853,tamale,"corn-based food from Mesoamerica, traditionally wrapped in corn husks or banana leaves",tamales,piatto unico messicano
http://www.wikidata.org/entity/Q1093380,club sandwich,type of sandwich,club sandwich,Sandwich statunitense
http://www.wikidata.org/entity/Q1760470,Tramezzino,triangular Italian sandwich,Tramezzino,Panino costituito da due o più fette di pancarré impilate una sopra l'altra e farcite nel mezzo
http://www.wikidata.org/entity/Q55629806,Phat kaphrao,Thai food,Phad kaphrao,carne fritta al salto con aggiunta di basilico sacro a fine cottura
http://www.wikidata.org/entity/Q662125,Vacherin Mont-d'Or,Soft cheese made in France and Switzerland,vacherin Mont-d'Or,Formaggio francese e svizzero
http://www.wikidata.org/entity/Q3618208,Anolini,Type of pasta,Anolini,formato di pasta all'uovo
http://www.wikidata.org/entity/Q659277,Valençay,"unpasteurised goats-milk cheese from the province of Berry, France",Valençay,formaggio francese
http://www.wikidata.org/entity/Q2474644,shakshuka,dish of eggs with tomato and onion,shakshuka,piatto a base di uova sobbollite in sugo di pomodoro con peperoncino e cipolla
http://www.wikidata.org/entity/Q1068574,chawanmushi,Japanese egg custard dish,chawanmushi,piatto della cucina giapponese
http://www.wikidata.org/entity/Q3881787,olive all'ascolana,Italian appetizer,olive ascolane,prodotto a base di olive tipico della città italiana Ascoli
http://www.wikidata.org/entity/Q733196,bollito misto,Italian stew,bollito misto,piatto tipico italiano
http://www.wikidata.org/entity/Q59260812,picada,hors d'oeuvre from Argentinian and Uruguayan cuisine,Picada (Argentina),cucina argentina
http://www.wikidata.org/entity/Q446578,arrosticini,lamb dish,arrosticini,spiedini di castrato
http://www.wikidata.org/entity/Q1304390,oyakodon,Japanese chicken and rice dish,Oyakodon,piatto tipico della cucina giapponese
http://www.wikidata.org/entity/Q5571808,ragù,meat-based sauce in Italian cuisine,ragù,sugo a base di pomodoro e carne
http://www.wikidata.org/entity/Q3686985,coniglio alla sanremese,ligurian rabbit meat dish,coniglio alla sanremese,ricetta a base di coniglio
http://www.wikidata.org/entity/Q7799573,gỏi cuốn,Vietnamese dish,involtino estate,piatto della cucina vietnamita
http://www.wikidata.org/entity/Q3660408,carne salada,Trentino meat product,Carne salada del Trentino,salume tipico della provincia di Trento
http://www.wikidata.org/entity/Q878318,Hochzeitssuppe,food,Hochzeitssuppe,minestra tedesca
http://www.wikidata.org/entity/Q3565924,Bolo do caco,"Typical bread from Madeira, Portugal",bolo do caco,pane di grano tipico dell'arcipelago di Madera
http://www.wikidata.org/entity/Q59208435,festival,Jamaican fried dumpling,Festival,pietanza della cucina giamaicana
http://www.wikidata.org/entity/Q1062531,boiled egg,egg dish,uovo alla coque,pietanza
http://www.wikidata.org/entity/Q1559248,ribollita,Tuscan kale soup,ribollita,piatto della cucina toscana
http://www.wikidata.org/entity/Q3853270,Mazzerelle,Italian skewered lamb dish,mazzarelle,Pietanza tipica dell'Abruzzo
http://www.wikidata.org/entity/Q7309432,Açorda,Portuguese bread soup,açorda,piatto portoghese
http://www.wikidata.org/entity/Q5642869,étouffée,American stew,étouffée,cucina nordamericana
http://www.wikidata.org/entity/Q2129566,Sepia esculenta,species of mollusc,Sepia esculenta,specie di mollusco
http://www.wikidata.org/entity/Q1057256,Ossobuco,Lombard dish,ossobuco,piatto della cucina milanese
http://www.wikidata.org/entity/Q1255331,isinglass,substance obtained from the dried swim bladders of fish,colla di storione,"gelatina essiccata in fogli, generalmente utilizzata in cucina come addensante"
http://www.wikidata.org/entity/Q1190475,tteokbokki,South Korean dish made from rice and flour cakes,tteokbokki,piatto coreano
http://www.wikidata.org/entity/Q1470283,liver as food,liver meat used as food,fegato,alimento umano proveniente dalla macellazione degli animali
http://www.wikidata.org/entity/Q7200291,Placenta cake,cheesecake recipe from ancient Greece,placenta,pietanza
http://www.wikidata.org/entity/Q47005562,mfarakeh,"Arab dish of potato, egg, ghee, cumin, salt, pepper, and coriander leaves, served as part of a mezze",Mfarakeh,piatto della cucina araba
http://www.wikidata.org/entity/Q1539635,blåbärssoppa,Scandanavian soup made from bilberries,Blåbärssoppa,bevanda svedese a base di mirtillo nero
http://www.wikidata.org/entity/Q747457,empanada,baked or fried turnover consisting of pastry and filling,Empanada,pietanza latino-americana e filippina
http://www.wikidata.org/entity/Q1761000,Pasta con le sarde,Local dish of Sicilian cuisine,Pasta con le sarde,piatto tipico della cucina siciliana
http://www.wikidata.org/entity/Q1094305,Luther Burger,hamburger or cheeseburger with one or more glazed doughnuts in place of the bun,donut burger,tipo di sandwich
http://www.wikidata.org/entity/Q905527,takoyaki,ball-shaped Japanese snack with octopus,takoyaki,Secondo piatto giapponese a base di polpo tipico di Osaka
http://www.wikidata.org/entity/Q1231414,Époisses,French cheese,Époisses,formaggio francese
http://www.wikidata.org/entity/Q1561248,lamian,"Chinese noodle made by twisting, stretching and folding the dough into strands",lamian,tipologia di Noodle cinese
http://www.wikidata.org/entity/Q48811491,Pane di Montecalvo,Italian traditional bread from Montecalvo Irpino,Pane di Montecalvo,pane tradizionale italiano prodotto a Montecalvo Irpino
http://www.wikidata.org/entity/Q5180222,Crab Louie,"type of salad featuring crab meat, originating from the U.S. west coast in the early 1900s",Crab Louie,antipasto della cucina statunitense
http://www.wikidata.org/entity/Q111609493,appelflap,traditional Dutch apple turnover,Appelflap,dolce olandese
http://www.wikidata.org/entity/Q888832,bobotie,South African dish,Bobotie,Piatto tipico sudafricano
http://www.wikidata.org/entity/Q14943090,Run down,Typical Caribbean dish made with coconut milk and seafood,Run down,piatto della cucina giamaicana e trinidadiana
http://www.wikidata.org/entity/Q5767217,Chorizo a la sidra,"dish from Asturias, Spain",Chorizo al sidro,piatto tradizionale asturiano
http://www.wikidata.org/entity/Q1244010,Saganaki,style of Greek dish,Saganaki,piatto greco
http://www.wikidata.org/entity/Q1372144,sausage casing,material used in sausage-making,budello,involucro naturale o sintetico in cui è inserito un insaccato
http://www.wikidata.org/entity/Q7142949,pasta al pomodoro,typical Italian dish,pasta al pomodoro,primo piatto tipico italiano
http://www.wikidata.org/entity/Q629345,green curry,central Thai variety of curry,curry verde,pietanza thailandese
http://www.wikidata.org/entity/Q1142841,tonkatsu,Japanese dish of deep-fried pork,tonkatsu,piatto giapponese
http://www.wikidata.org/entity/Q1626853,Matoke,Ugandan dish and cultivar name of the East African Highland banana,Matoke,piatto ugandese
http://www.wikidata.org/entity/Q493784,bingsu,Korean shaved ice dessert with sweet toppings,bingsu,dolce tipico coreano
http://www.wikidata.org/entity/Q1479399,hash,food,hash,piatto
http://www.wikidata.org/entity/Q3320037,nut,"dry, edible fruit or seed which usually has a high fat content",frutta secca,"nome collettivo per frutti o semi naturalmente secchi, usati come alimento e con un alto contenuto di grassi"
http://www.wikidata.org/entity/Q620967,Appenzeller Pantli IGP,Swiss regional dried sausage,Appenzeller Pantli,insaccato secco svizzero
http://www.wikidata.org/entity/Q1144935,curry powder,spice mix,curry,miscela indiana di spezie
http://www.wikidata.org/entity/Q322787,mashed potato,potato dish,purea di patate,Contorno di origine inglese
http://www.wikidata.org/entity/Q2739989,Ventrèche de thon,food ingredient,Ventresca,porzione più pregiata del tonno
http://www.wikidata.org/entity/Q640839,Pouligny-saint-pierre,French goat cheese,pouligny-saint-pierre,formaggio francese
http://www.wikidata.org/entity/Q1963621,allspice,"spice; for the species, use Q158468",Pimenta dioica,spezia
http://www.wikidata.org/entity/Q715040,japchae,Korean dish of stir-fried glass noodles and vegetables,Japchae,piatto coreano
http://www.wikidata.org/entity/Q3143131,peppercorn,spice,pepe,spezia
http://www.wikidata.org/entity/Q1117173,Sarde in saor,Venetian appetizer,Sarde in saor,antipasto veneziano
http://www.wikidata.org/entity/Q249310,Comté cheese,French cheese,Comté,formaggio francese
http://www.wikidata.org/entity/Q2751223,carp,species of fish,carpa,pesce di acqua dolce
http://www.wikidata.org/entity/Q96749544,hors-d'œuvre,appetizer in French cuisine,hors-d'œuvre,antipasto della cucina francese
http://www.wikidata.org/entity/Q543805,Reblochon,soft washed-rind and smear-ripened French cheese made in the Alpine region of Savoy from raw cow's milk,Reblochon,formaggio francese a pasta pressata da latte crudo di vacca
http://www.wikidata.org/entity/Q1200514,moules-frites,dish of mussels and fries,moules-frites,piatto composto da cozze e patatine fritte
http://www.wikidata.org/entity/Q4090235,bozbash,Iranian mutton stew,Bozbash,piatto della cucina iraniana e azera
http://www.wikidata.org/entity/Q2497744,pink peppercorn,dried berry of the shrub Schinus molle,pepe rosa,bacca essiccata dello Schinus molle
http://www.wikidata.org/entity/Q3951693,scarpinocc,typical dish from Lombardy,scarpinocc,piatto tipico lombardo
http://www.wikidata.org/entity/Q865004,tajine,traditional Berber stew named after the earthenware pot it was cooked in Maghreb,Tajine,pietanza araba
http://www.wikidata.org/entity/Q1721014,red curry,Thai dish consisting of red curry paste cooked in coconut milk with meat or tofu,curry rosso,piatto della cucina thailandese
http://www.wikidata.org/entity/Q950976,gachas,Andalusian staple dish,gachas della Mancha,piatto spagnolo
http://www.wikidata.org/entity/Q391086,frittelle,Italian deep-fried sweet,frittella,dolce italiano
http://www.wikidata.org/entity/Q905204,kakigōri,Japanese shaved ice dessert,kakigōri,granita giapponese
http://www.wikidata.org/entity/Q1726195,Syrniki,fried cheese pancakes from Eastern cuisine,syrniki,dolce ucraino con ricotta
http://www.wikidata.org/entity/Q254979,cinnamon roll,sweet food pastry,kanelbulle,dolce arrotolato con cannella
http://www.wikidata.org/entity/Q952366,bocconotto,type of pastry in Italia,bocconotto,piccolo dolce di pasta frolla farcito con cioccolato e mandorle
http://www.wikidata.org/entity/Q16241452,bakpia,traditional Indonesian pastry filled with various nuts,bakpia,dolci indonesiani e filippini
http://www.wikidata.org/entity/Q484544,Cheetos,brand of snack food,Cheetos,marchio di snack
